# Prescience Salvage Trust Manifest Audit — 2026-06-14T13:42:45.384518
# ARCHIVE_ROOT=/Users/scott/Desktop/Archive
# CANONICAL_PROMPT_SHA256=(set)

[master] /Users/scott/Desktop/Archive/aberdeen-group-archive/_master_prescience_scores.csv: row_count=3761 parse_ok_rate=0.9968
[master] /Users/scott/Desktop/Archive/archive_masters/_master_prescience_scores.csv: row_count=4082 parse_ok_rate=0.9968
[wdir] /Users/scott/Desktop/Archive/prepared/1q05-dtp-best-practices-telecom012705a-0e3ad6/working: score_file=/Users/scott/Desktop/Archive/prepared/1q05-dtp-best-practices-telecom012705a-0e3ad6/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q05-dtp-ondemandsupplymgmt-012705b-fd896d/working: score_file=/Users/scott/Desktop/Archive/prepared/1q05-dtp-ondemandsupplymgmt-012705b-fd896d/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q05-dtp-pe-card-012805a-9f8ea1/working: score_file=/Users/scott/Desktop/Archive/prepared/1q05-dtp-pe-card-012805a-9f8ea1/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q05-ee-enterprisetalentmgmt-012705a-737075/working: score_file=/Users/scott/Desktop/Archive/prepared/1q05-ee-enterprisetalentmgmt-012705a-737075/working/observation_candidates.csv driver=None row_count=1
[wdir] /Users/scott/Desktop/Archive/prepared/1q05-ee-sox-compliance-automation-012705a-60ff9d/working: score_file=/Users/scott/Desktop/Archive/prepared/1q05-ee-sox-compliance-automation-012705a-60ff9d/working/observation_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/1q05-ee-storagegrowth-012805b-b446ce/working: score_file=/Users/scott/Desktop/Archive/prepared/1q05-ee-storagegrowth-012805b-b446ce/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/1q05-pss-fieldservices-020305a-fa2797/working: score_file=/Users/scott/Desktop/Archive/prepared/1q05-pss-fieldservices-020305a-fa2797/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q06-asset-20management-e1ca0f/working: score_file=/Users/scott/Desktop/Archive/prepared/1q06-asset-20management-e1ca0f/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q06-ee-beyondpayforperformance-b12c3f/working: score_file=/Users/scott/Desktop/Archive/prepared/1q06-ee-beyondpayforperformance-b12c3f/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q06-ff-bp-retail-transportation-081905a-192432/working: score_file=/Users/scott/Desktop/Archive/prepared/1q06-ff-bp-retail-transportation-081905a-192432/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q06-gsm-senblmtbm1q06-collateral-8c7e6c/working: score_file=/Users/scott/Desktop/Archive/prepared/1q06-gsm-senblmtbm1q06-collateral-8c7e6c/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q06-gsm-ttcmwireless1q06-collateral-beabeb/working: score_file=/Users/scott/Desktop/Archive/prepared/1q06-gsm-ttcmwireless1q06-collateral-beabeb/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q06-industrialcontrolplatform-f59746/working: score_file=/Users/scott/Desktop/Archive/prepared/1q06-industrialcontrolplatform-f59746/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q06-leanbenchmarkslick-8e7b1e/working: score_file=/Users/scott/Desktop/Archive/prepared/1q06-leanbenchmarkslick-8e7b1e/working/observation_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/1q06-mfg-networksbestpractices-041505a-70ad3a/working: score_file=/Users/scott/Desktop/Archive/prepared/1q06-mfg-networksbestpractices-041505a-70ad3a/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q06-mfg-ss-20lean-jbjf-spf071805b-fa3a8c/working: score_file=/Users/scott/Desktop/Archive/prepared/1q06-mfg-ss-20lean-jbjf-spf071805b-fa3a8c/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q06-on-demandsupplychain-148b1d/working: score_file=/Users/scott/Desktop/Archive/prepared/1q06-on-demandsupplychain-148b1d/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/1q06-tresury-cashmngt-jp-3dc92d/working: score_file=/Users/scott/Desktop/Archive/prepared/1q06-tresury-cashmngt-jp-3dc92d/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2000-e-learning-in-the-enterprise-psk-5caf5b/working: score_file=/Users/scott/Desktop/Archive/prepared/2000-e-learning-in-the-enterprise-psk-5caf5b/working/skipped_obs_v3.csv driver=None row_count=11
[wdir] /Users/scott/Desktop/Archive/prepared/2000-the-new-hp-stands-up-to-be-counted-psk-726ee3/working: score_file=/Users/scott/Desktop/Archive/prepared/2000-the-new-hp-stands-up-to-be-counted-psk-726ee3/working/entity_candidates.csv driver=None row_count=8
[wdir] /Users/scott/Desktop/Archive/prepared/2003-compaqsnapshot-5924f7/working: score_file=/Users/scott/Desktop/Archive/prepared/2003-compaqsnapshot-5924f7/working/entity_candidates.csv driver=None row_count=8
[wdir] /Users/scott/Desktop/Archive/prepared/2003-ibmsnapshot-a00f7c/working: score_file=/Users/scott/Desktop/Archive/prepared/2003-ibmsnapshot-a00f7c/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/2004-09010005-f58946/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-09010005-f58946/working/entity_candidates.csv driver=None row_count=11
[wdir] /Users/scott/Desktop/Archive/prepared/2004-10991290-87c05d/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-10991290-87c05d/working/skipped_obs_v3.csv driver=None row_count=9
[wdir] /Users/scott/Desktop/Archive/prepared/2004-agile-9a7a61/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-agile-9a7a61/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/2004-aimsnapshot-6c49f0/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-aimsnapshot-6c49f0/working/entity_candidates.csv driver=None row_count=10
[wdir] /Users/scott/Desktop/Archive/prepared/2004-azeritysnapshot-4c1c8d/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-azeritysnapshot-4c1c8d/working/entity_candidates.csv driver=None row_count=8
[wdir] /Users/scott/Desktop/Archive/prepared/2004-bluestreaksnapshot-7a4713/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-bluestreaksnapshot-7a4713/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/2004-cpc-update-toc-815618/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-cpc-update-toc-815618/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/2004-crmeuropetoc-c6f15e/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-crmeuropetoc-c6f15e/working/entity_candidates.csv driver=None row_count=6
[wdir] /Users/scott/Desktop/Archive/prepared/2004-crmspending2003toc-1f27ce/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-crmspending2003toc-1f27ce/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2004-dellsnapshot-953527/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-dellsnapshot-953527/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/2004-eai-toc-e6ff9f/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-eai-toc-e6ff9f/working/entity_candidates.csv driver=None row_count=17
[wdir] /Users/scott/Desktop/Archive/prepared/2004-examensnapshot-171cca/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-examensnapshot-171cca/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/2004-firstwavesnapshot-92dd2e/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-firstwavesnapshot-92dd2e/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/2004-fsmwebtoc-85b5dc/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-fsmwebtoc-85b5dc/working/entity_candidates.csv driver=None row_count=11
[wdir] /Users/scott/Desktop/Archive/prepared/2004-fvcmwebtoc-53b01f/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-fvcmwebtoc-53b01f/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/2004-ibmsnapshot-e40dbe/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-ibmsnapshot-e40dbe/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/2004-intelitanium-toc-76e2be/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-intelitanium-toc-76e2be/working/entity_candidates.csv driver=None row_count=19
[wdir] /Users/scott/Desktop/Archive/prepared/2004-manugisticssnapshot-9e0526/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-manugisticssnapshot-9e0526/working/entity_candidates.csv driver=None row_count=4
[wdir] /Users/scott/Desktop/Archive/prepared/2004-netmarket-toc-eab5b1/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-netmarket-toc-eab5b1/working/entity_candidates.csv driver=None row_count=7
[wdir] /Users/scott/Desktop/Archive/prepared/2004-newmediasnapshot-cd4186/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-newmediasnapshot-cd4186/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/2004-procuri-ee38ef/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-procuri-ee38ef/working/entity_candidates.csv driver=None row_count=6
[wdir] /Users/scott/Desktop/Archive/prepared/2004-psa2001surveyreporttoc-9a9928/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-psa2001surveyreporttoc-9a9928/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/2004-salesforce-5a1170/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-salesforce-5a1170/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/2004-silverpopsnapshot-08423a/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-silverpopsnapshot-08423a/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/2004-spotlightteldata-67a55f/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-spotlightteldata-67a55f/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2004-verticalsolutionssnapshot-fd28fe/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-verticalsolutionssnapshot-fd28fe/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2004-voiptoc-472d11/working: score_file=/Users/scott/Desktop/Archive/prepared/2004-voiptoc-472d11/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/2005-dtp-research-listing-020105a-b6b16d/working: score_file=/Users/scott/Desktop/Archive/prepared/2005-dtp-research-listing-020105a-b6b16d/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2005-ee-aberdeen-research-calendar-082405-2b2250/working: score_file=/Users/scott/Desktop/Archive/prepared/2005-ee-aberdeen-research-calendar-082405-2b2250/working/observation_candidates.csv driver=None row_count=12
[wdir] /Users/scott/Desktop/Archive/prepared/2005-ee-hcm-research-agenda-012605a-9126d5/working: score_file=/Users/scott/Desktop/Archive/prepared/2005-ee-hcm-research-agenda-012605a-9126d5/working/observation_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/2005-ee-security-research-agenda-121305a-9dc835/working: score_file=/Users/scott/Desktop/Archive/prepared/2005-ee-security-research-agenda-121305a-9dc835/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2005-pss-research-agenda-011405a-c25c0e/working: score_file=/Users/scott/Desktop/Archive/prepared/2005-pss-research-agenda-011405a-c25c0e/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2006-2006-aberdeen-research-calendar-ecb45e/working: score_file=/Users/scott/Desktop/Archive/prepared/2006-2006-aberdeen-research-calendar-ecb45e/working/observation_candidates.csv driver=None row_count=25
[wdir] /Users/scott/Desktop/Archive/prepared/2006-aberdeen-research-calendar-123ac2/working: score_file=/Users/scott/Desktop/Archive/prepared/2006-aberdeen-research-calendar-123ac2/working/scoreable_obs_v4.csv driver=None row_count=21
[wdir] /Users/scott/Desktop/Archive/prepared/2006-data-mangement-fba303/working: score_file=/Users/scott/Desktop/Archive/prepared/2006-data-mangement-fba303/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2006-enterprise-integration-researchagenda-d977d6/working: score_file=/Users/scott/Desktop/Archive/prepared/2006-enterprise-integration-researchagenda-d977d6/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2006-fvc-cp-researchagenda-548e42/working: score_file=/Users/scott/Desktop/Archive/prepared/2006-fvc-cp-researchagenda-548e42/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2006-gsm-agenda-d56dc5/working: score_file=/Users/scott/Desktop/Archive/prepared/2006-gsm-agenda-d56dc5/working/observation_candidates.csv driver=None row_count=17
[wdir] /Users/scott/Desktop/Archive/prepared/2006-hr-aberdeen-research-calendar-hcm-aa035b/working: score_file=/Users/scott/Desktop/Archive/prepared/2006-hr-aberdeen-research-calendar-hcm-aa035b/working/observation_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/2006-manufacturingagenda-9a368f/working: score_file=/Users/scott/Desktop/Archive/prepared/2006-manufacturingagenda-9a368f/working/observation_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/2006-pie-research-calendar-e04026/working: score_file=/Users/scott/Desktop/Archive/prepared/2006-pie-research-calendar-e04026/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2006-researchpreviewci-f551f1/working: score_file=/Users/scott/Desktop/Archive/prepared/2006-researchpreviewci-f551f1/working/observation_candidates.csv driver=None row_count=4
[wdir] /Users/scott/Desktop/Archive/prepared/2006-supplychainagenda-63abe1/working: score_file=/Users/scott/Desktop/Archive/prepared/2006-supplychainagenda-63abe1/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2007-aberdeen-research-calendar-082906a-145713/working: score_file=/Users/scott/Desktop/Archive/prepared/2007-aberdeen-research-calendar-082906a-145713/working/observation_candidates.csv driver=None row_count=53
[wdir] /Users/scott/Desktop/Archive/prepared/2007-aberdeen-research-calendar-3b834a/working: score_file=/Users/scott/Desktop/Archive/prepared/2007-aberdeen-research-calendar-3b834a/working/observation_candidates.csv driver=None row_count=56
[wdir] /Users/scott/Desktop/Archive/prepared/2007-aberdeen-research-calendar-629972/working: score_file=/Users/scott/Desktop/Archive/prepared/2007-aberdeen-research-calendar-629972/working/scoreable_obs_v4.csv driver=None row_count=56
[wdir] /Users/scott/Desktop/Archive/prepared/2007-information-management-agenda-40e141/working: score_file=/Users/scott/Desktop/Archive/prepared/2007-information-management-agenda-40e141/working/observation_candidates.csv driver=None row_count=10
[wdir] /Users/scott/Desktop/Archive/prepared/2007-manufacturing-erp-agenda-e53f13/working: score_file=/Users/scott/Desktop/Archive/prepared/2007-manufacturing-erp-agenda-e53f13/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/2007-ra-clicks-jl-3710-37b7a4/working: score_file=/Users/scott/Desktop/Archive/prepared/2007-ra-clicks-jl-3710-37b7a4/working/skipped_obs_v3.csv driver=None row_count=57
[wdir] /Users/scott/Desktop/Archive/prepared/2007-ra-cmo-smemme-la-3607-eff289/working: score_file=/Users/scott/Desktop/Archive/prepared/2007-ra-cmo-smemme-la-3607-eff289/working/skipped_obs_v3.csv driver=None row_count=72
[wdir] /Users/scott/Desktop/Archive/prepared/2q05-ee-appinbusop-020205-wm-be4436/working: score_file=/Users/scott/Desktop/Archive/prepared/2q05-ee-appinbusop-020205-wm-be4436/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2q05-ee-security-best-practices-041105a-a3dd34/working: score_file=/Users/scott/Desktop/Archive/prepared/2q05-ee-security-best-practices-041105a-a3dd34/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/2q05-ee-workforceoptimization-030105b-3988e6/working: score_file=/Users/scott/Desktop/Archive/prepared/2q05-ee-workforceoptimization-030105b-3988e6/working/observation_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/4q05-20role-20of-20quality-20in-20manufacturing-20jb-jb-2004oct05-2120d2/working: score_file=/Users/scott/Desktop/Archive/prepared/4q05-20role-20of-20quality-20in-20manufacturing-20jb-jb-2004oct05-2120d2/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/4q05-greatit-wm-d4022a/working: score_file=/Users/scott/Desktop/Archive/prepared/4q05-greatit-wm-d4022a/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/4q05-mto-mktingperfmgmt-080105a-053084/working: score_file=/Users/scott/Desktop/Archive/prepared/4q05-mto-mktingperfmgmt-080105a-053084/working/observation_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeen-companyprofile-50a990/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeen-companyprofile-50a990/working/entity_candidates.csv driver=None row_count=8
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeen-preso-for-emc-final-storage-ead7c2/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeen-preso-for-emc-final-storage-ead7c2/working/skipped_obs_v3.csv driver=None row_count=1
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeen-report-2007-1st-edition-6e3b0d/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeen-report-2007-1st-edition-6e3b0d/working/skipped_obs_v3.csv driver=None row_count=106
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeenaccess-699575/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeenaccess-699575/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeenadvisoryaccessservice-b99846/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeenadvisoryaccessservice-b99846/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeene-businesscollateral-788c61/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeene-businesscollateral-788c61/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeene-learning-6737c5/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeene-learning-6737c5/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeenexecutivewhitepaper-112639/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeenexecutivewhitepaper-112639/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeenfulfillmentresearchagenda-788e79/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeenfulfillmentresearchagenda-788e79/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeenmascollateral-2c5815/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeenmascollateral-2c5815/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeenmto-retailresearchagenda-9b596e/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeenmto-retailresearchagenda-9b596e/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeenmto-sellsideresearchagenda-0c8b87/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeenmto-sellsideresearchagenda-0c8b87/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeenprofile-c87d33/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeenprofile-c87d33/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/aberdeensmiscollateral-ed3f69/working: score_file=/Users/scott/Desktop/Archive/prepared/aberdeensmiscollateral-ed3f69/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/about-aberdeen-access-d00a7c/working: score_file=/Users/scott/Desktop/Archive/prepared/about-aberdeen-access-d00a7c/working/observation_candidates.csv driver=None row_count=4
[wdir] /Users/scott/Desktop/Archive/prepared/abra-design-to-procure-090204-fc3e6d/working: score_file=/Users/scott/Desktop/Archive/prepared/abra-design-to-procure-090204-fc3e6d/working/observation_candidates.csv driver=None row_count=4
[wdir] /Users/scott/Desktop/Archive/prepared/abra-fulfillment-090204-47775d/working: score_file=/Users/scott/Desktop/Archive/prepared/abra-fulfillment-090204-47775d/working/observation_candidates.csv driver=None row_count=1
[wdir] /Users/scott/Desktop/Archive/prepared/abra-market-to-order-retail-090204-5ba5a7/working: score_file=/Users/scott/Desktop/Archive/prepared/abra-market-to-order-retail-090204-5ba5a7/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/abra-market-to-order-sellside-090204-acd407/working: score_file=/Users/scott/Desktop/Archive/prepared/abra-market-to-order-sellside-090204-acd407/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/adls-911-systems-90e771/working: score_file=/Users/scott/Desktop/Archive/prepared/adls-911-systems-90e771/working/entity_candidates.csv driver=None row_count=13
[wdir] /Users/scott/Desktop/Archive/prepared/adls-chase-manhattan-bank-208c2d/working: score_file=/Users/scott/Desktop/Archive/prepared/adls-chase-manhattan-bank-208c2d/working/entity_candidates.csv driver=None row_count=6
[wdir] /Users/scott/Desktop/Archive/prepared/adp-ase-meters-75c4c2/working: score_file=/Users/scott/Desktop/Archive/prepared/adp-ase-meters-75c4c2/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/agile-8ecf32/working: score_file=/Users/scott/Desktop/Archive/prepared/agile-8ecf32/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/aimsnapshot-8adfd4/working: score_file=/Users/scott/Desktop/Archive/prepared/aimsnapshot-8adfd4/working/entity_candidates.csv driver=None row_count=10
[wdir] /Users/scott/Desktop/Archive/prepared/akonixsnapshot-089ee6/working: score_file=/Users/scott/Desktop/Archive/prepared/akonixsnapshot-089ee6/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/alternasnapshot-5ed256/working: score_file=/Users/scott/Desktop/Archive/prepared/alternasnapshot-5ed256/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/ariba-e7dfd0/working: score_file=/Users/scott/Desktop/Archive/prepared/ariba-e7dfd0/working/entity_candidates.csv driver=None row_count=10
[wdir] /Users/scott/Desktop/Archive/prepared/arzoonsnapshot-149da0/working: score_file=/Users/scott/Desktop/Archive/prepared/arzoonsnapshot-149da0/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/aspreport-toc-0c4a40/working: score_file=/Users/scott/Desktop/Archive/prepared/aspreport-toc-0c4a40/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/asptop10toc-216854/working: score_file=/Users/scott/Desktop/Archive/prepared/asptop10toc-216854/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/avatiersnapshot-882cb6/working: score_file=/Users/scott/Desktop/Archive/prepared/avatiersnapshot-882cb6/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/azeritysnapshot-511e79/working: score_file=/Users/scott/Desktop/Archive/prepared/azeritysnapshot-511e79/working/entity_candidates.csv driver=None row_count=8
[wdir] /Users/scott/Desktop/Archive/prepared/ba-mobilemessaging-apw-bs-3703-2a96a0/working: score_file=/Users/scott/Desktop/Archive/prepared/ba-mobilemessaging-apw-bs-3703-2a96a0/working/skipped_obs_v3.csv driver=None row_count=61
[wdir] /Users/scott/Desktop/Archive/prepared/ba-uc-pb-3704-82afab/working: score_file=/Users/scott/Desktop/Archive/prepared/ba-uc-pb-3704-82afab/working/skipped_obs_v3.csv driver=None row_count=79
[wdir] /Users/scott/Desktop/Archive/prepared/bigfixsnapshot-f4a360/working: score_file=/Users/scott/Desktop/Archive/prepared/bigfixsnapshot-f4a360/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/bluestreaksnapshot-be4053/working: score_file=/Users/scott/Desktop/Archive/prepared/bluestreaksnapshot-be4053/working/entity_candidates.csv driver=None row_count=5
