"row_id","article_id","horizon_label","horizon_int","analyst","headline","publication","date","quote","p2_score","p2_confidence","p2_bucket","p2_rationale","p2_elapsed_sec","p2_parse_ok","tiebreaker_invoked","p1_score","p1_confidence","p1_bucket","p1_rationale","p1_elapsed_sec","p1_parse_ok","final_score","final_confidence","final_bucket","final_pipeline","final_rationale","blog_scrape_contamination_flag","scorer_version","source_pass","promoted_at"
"921","pdf-13","SH-3y","3","","Streamlining restores Informix to health","Computerworld","1992-08-03","A lot of companies hit $150 million in annual revenue, as Informix did, and they have to stop and re-evaluate what business they are really in,","0","3","low","The quotation is a generic management observation about companies reassessing strategy at around $150 million in revenue rather than a concrete, falsifiable prediction about Informix’s future direction or performance. Informix did continue to grow and reposition around core database technology in the early to mid‑1990s, but this does not specifically validate or invalidate the broad claim, which lacks measurable outcomes within the 3‑year horizon. Because it is too vague and widely applicable to assess for prescience, it falls into the ‘cannot assess’ category.","6.68","true","false","","","","","","","0","3","low","P2","The quotation is a generic management observation about companies reassessing strategy at around $150 million in revenue rather than a concrete, falsifiable prediction about Informix’s future direction or performance. Informix did continue to grow and reposition around core database technology in the early to mid‑1990s, but this does not specifically validate or invalidate the broad claim, which lacks measurable outcomes within the 3‑year horizon. Because it is too vague and widely applicable to assess for prescience, it falls into the ‘cannot assess’ category.","false","quotations_corpus_v1","quotations_corpus","2026-06-19T20:32:56.595276+00:00"
"922","pdf-13","SH-3y","3","","Streamlining restores Informix to health","Computerworld","1992-08-03","They had a database, some office automation tools and [Innovative Software, Inc.'s] Wingz [graphical spreadsheet]. The synergy of those products wasn't all that obvious, and the company wasn't big enough to keep all those major product areas up to snuff,","4","3","high","Within a few years of 1992, Informix effectively exited the office tools and Wingz spreadsheet markets and doubled down on its core Unix relational database products such as Informix Online and the Dynamic Scalable Architecture (DSA) servers, confirming that it could not sustain multiple major, non-synergistic product lines. From roughly 1992–1995, Informix’s growth and competitive position came almost entirely from its database technologies rather than any integrated office/desktop suite, validating the view that the product mix lacked synergy and was too much for the company’s scale to keep competitive. The statement is somewhat descriptive rather than a bold forward forecast, but subsequent strategy and product cancellations align closely with the analyst’s characterization.","12.27","true","false","","","","","","","4","3","high","P2","Within a few years of 1992, Informix effectively exited the office tools and Wingz spreadsheet markets and doubled down on its core Unix relational database products such as Informix Online and the Dynamic Scalable Architecture (DSA) servers, confirming that it could not sustain multiple major, non-synergistic product lines. From roughly 1992–1995, Informix’s growth and competitive position came almost entirely from its database technologies rather than any integrated office/desktop suite, validating the view that the product mix lacked synergy and was too much for the company’s scale to keep competitive. The statement is somewhat descriptive rather than a bold forward forecast, but subsequent strategy and product cancellations align closely with the analyst’s characterization.","false","quotations_corpus_v1","quotations_corpus","2026-06-19T20:32:56.595276+00:00"
"1091","pdf-131","SH-3y","3","","For instance, Access already provides referential integrity for its native data at the engine level and allows","","","ting tables. Through Access Basic, developers can use commit and rollback features and locking for transaction operations. As a result, “You're going to see the PC databases pushing the bigger database development products down in price,'' Kastner says. It's going to be a lot harder to ask, say, $2,000 for SQLWindows when you can get any of the top PC databases for less than $500","4","2","high","By the mid-1990s, low-cost PC databases and tools such as Microsoft Access, Borland Paradox, FoxPro, Visual Basic, and later Delphi had normalized sub-$500–$1000 pricing for powerful development environments, putting clear competitive pressure on higher-priced 4GL/database development suites. Vendors of products like Gupta SQLWindows and PowerBuilder faced intense competition from these shrink‑wrapped tools and from Microsoft’s broader platform strategy, leading to more aggressive pricing, bundling, and discounting of higher-end development products within a few years, even if specific list prices did not always drop to the exact levels implied. Over the longer term, the trend intensified as development tools became cheaper or free (e.g., Visual Studio tiers, open-source stacks), validating the directional prediction that PC databases would push bigger database development products down in price.","12.86","true","false","","","","","","","4","2","high","P2","By the mid-1990s, low-cost PC databases and tools such as Microsoft Access, Borland Paradox, FoxPro, Visual Basic, and later Delphi had normalized sub-$500–$1000 pricing for powerful development environments, putting clear competitive pressure on higher-priced 4GL/database development suites. Vendors of products like Gupta SQLWindows and PowerBuilder faced intense competition from these shrink‑wrapped tools and from Microsoft’s broader platform strategy, leading to more aggressive pricing, bundling, and discounting of higher-end development products within a few years, even if specific list prices did not always drop to the exact levels implied. Over the longer term, the trend intensified as development tools became cheaper or free (e.g., Visual Studio tiers, open-source stacks), validating the directional prediction that PC databases would push bigger database development products down in price.","false","quotations_corpus_v1","quotations_corpus","2026-06-19T20:32:56.595276+00:00"
"910","pdf-14","SH-3y","3","","3,700 depart in DEC retirement plan","Computerworld","1992-06-08","Too many people are focused on a single variable the number of employees at DEC and its rate of change without looking at the bigger pictures,","4","3","high","From 1992–1995, DEC continued to face collapsing minicomputer sales, financial losses, and repeated restructurings, underscoring that its core problems lay in deteriorating product demand and strategic missteps rather than simply in the pace of headcount reduction[4][7][10]. DEC never resolved these deeper issues and was ultimately acquired by Compaq in 1998, confirming that workforce cuts alone could not repair its eroding market position and validating the emphasis on the broader business picture over employee numbers[4][6][9].","11.94","true","false","","","","","","","4","3","high","P2","From 1992–1995, DEC continued to face collapsing minicomputer sales, financial losses, and repeated restructurings, underscoring that its core problems lay in deteriorating product demand and strategic missteps rather than simply in the pace of headcount reduction[4][7][10]. DEC never resolved these deeper issues and was ultimately acquired by Compaq in 1998, confirming that workforce cuts alone could not repair its eroding market position and validating the emphasis on the broader business picture over employee numbers[4][6][9].","false","quotations_corpus_v1","quotations_corpus","2026-06-19T20:32:56.595276+00:00"
"911","pdf-14","SH-3y","3","","3,700 depart in DEC retirement plan","Computerworld","1992-06-08","DEC's product sales have been deteriorating for the past several years. While the service business has been growing by around 18%, it's not enough to take up the slack.","5","3","high","Throughout the early 1990s, DEC’s traditional hardware and VAX system product sales kept declining, driving revenue drops, losses, and repeated restructuring despite major cost-cutting.[1] DEC’s services and support operations did grow and became a more important part of the business, but this shift failed to restore sustained profitability, leaving the company in a weakened position that ultimately led to its 1998 acquisition by Compaq.[1] This shows that deteriorating product sales were not offset by expanding services in the three years after 1992 or thereafter, matching the analyst’s assessment.[1]","10.18","true","false","","","","","","","5","3","high","P2","Throughout the early 1990s, DEC’s traditional hardware and VAX system product sales kept declining, driving revenue drops, losses, and repeated restructuring despite major cost-cutting.[1] DEC’s services and support operations did grow and became a more important part of the business, but this shift failed to restore sustained profitability, leaving the company in a weakened position that ultimately led to its 1998 acquisition by Compaq.[1] This shows that deteriorating product sales were not offset by expanding services in the three years after 1992 or thereafter, matching the analyst’s assessment.[1]","false","quotations_corpus_v1","quotations_corpus","2026-06-19T20:32:56.595276+00:00"
"912","pdf-14","SH-3y","3","","3,700 depart in DEC retirement plan","Computerworld","1992-06-08","DEC is focused on Alpha as the answer to all future questions, and they're willing to rewrite history at the very dear expense of their [Mips Computer Systems, Inc.-based] customers,","5","3","high","Within three years of 1992, DEC had clearly bet the company's future on the 64-bit Alpha architecture, positioning it as the successor to both VAX and its Unix workstation lines.[5][11] DEC rapidly phased out its MIPS-based DECstation workstations in favor of AlphaStation and AlphaServer systems, leaving MIPS customers with limited upgrade paths and strong pressure to migrate to Alpha or other Unix vendors.[5][10] This matches the analyst’s characterization that DEC was focused on Alpha as the answer to future questions and was willing to disadvantage its existing MIPS customer base.","32.56","true","false","","","","","","","5","3","high","P2","Within three years of 1992, DEC had clearly bet the company's future on the 64-bit Alpha architecture, positioning it as the successor to both VAX and its Unix workstation lines.[5][11] DEC rapidly phased out its MIPS-based DECstation workstations in favor of AlphaStation and AlphaServer systems, leaving MIPS customers with limited upgrade paths and strong pressure to migrate to Alpha or other Unix vendors.[5][10] This matches the analyst’s characterization that DEC was focused on Alpha as the answer to future questions and was willing to disadvantage its existing MIPS customer base.","false","quotations_corpus_v1","quotations_corpus","2026-06-19T20:32:56.595276+00:00"
"91","pdf-14","SH-5y","5","","3,700 depart in DEC retirement plan","Computerworld","1992-06-08","“DEC is focused on Alpha as the answer to all future questions, and they're willing to rewrite history at the very dear expense of their [Mips Computer Systems, Inc.-based] customers,'' Kastner said.","5","3","high","Within five years of 1992, DEC had effectively terminated its MIPS-based DECstation workstation line and bet the company strategy on the Alpha architecture, offering only difficult migration paths rather than a smooth, cost-effective continuity for MIPS customers. Contemporary and retrospective accounts both highlight that DEC’s abrupt shift from MIPS to Alpha badly damaged customer confidence and stranded prior MIPS investments, matching Kastner’s warning that DEC would pursue Alpha at the dear expense of its MIPS-based customers.","12.27","true","false","","","","","","","5","3","high","P2","Within five years of 1992, DEC had effectively terminated its MIPS-based DECstation workstation line and bet the company strategy on the Alpha architecture, offering only difficult migration paths rather than a smooth, cost-effective continuity for MIPS customers. Contemporary and retrospective accounts both highlight that DEC’s abrupt shift from MIPS to Alpha badly damaged customer confidence and stranded prior MIPS investments, matching Kastner’s warning that DEC would pursue Alpha at the dear expense of its MIPS-based customers.","false","quotations_corpus_v1","quotations_corpus","2026-06-19T20:32:56.595276+00:00"
"1092","pdf-148","SH-3y","3","","""This indicates that Compaq is serious about developing a distributed architecture that is very scalable,"" said","Inc.","","""This indicates that Compaq is serious about developing a distributed architecture that is very scalable,"" said Peter Kastner, vice president at the Aberdeen Group Inc., in Boston. The ServerNet-based PCI cards and hubs are expected to be available by mid-1996, Rooke said. The companies also plan to promote ServerNet as an industry standard for the clustering of NT-based","4","3","high","Within three years, Compaq aggressively pursued scalable distributed architectures, acquiring Tandem in 1997 for its NonStop systems and ServerNet interconnect and Digital Equipment Corporation in 1998 for its high-end Unix and clustering technologies, confirming that it was indeed serious about this strategic direction. Compaq’s ProLiant line became a leading Windows NT server platform with supported clustering solutions, strengthening its position in scalable distributed systems. However, ServerNet itself did not emerge as a broadly adopted industry standard interconnect for NT clustering, limiting the broader industry impact of the specific technology mentioned around the quote even though the strategic characterization of Compaq was accurate.","11.78","true","false","","","","","","","4","3","high","P2","Within three years, Compaq aggressively pursued scalable distributed architectures, acquiring Tandem in 1997 for its NonStop systems and ServerNet interconnect and Digital Equipment Corporation in 1998 for its high-end Unix and clustering technologies, confirming that it was indeed serious about this strategic direction. Compaq’s ProLiant line became a leading Windows NT server platform with supported clustering solutions, strengthening its position in scalable distributed systems. However, ServerNet itself did not emerge as a broadly adopted industry standard interconnect for NT clustering, limiting the broader industry impact of the specific technology mentioned around the quote even though the strategic characterization of Compaq was accurate.","false","quotations_corpus_v1","quotations_corpus","2026-06-19T20:32:56.595276+00:00"
"903","pdf-15","SH-3y","3","","For start-up, $2 million is Serius money","Computerworld","1992-01-27","But Objectvision comes with 25 pounds of documentation,","0","3","low","The quoted remark is a present-day quip about the physical bulk of ObjectVision’s printed manuals, not a forward-looking prediction or enduring characterization to be tested over a 3-year horizon. While Borland ObjectVision did in fact ship with substantial printed documentation and was seen as complex relative to later tools, this is simply a contemporaneous description of its packaging rather than a claim about future trends or outcomes. As such, it does not meaningfully lend itself to a prescience judgment under the rubric.","9.80","true","false","","","","","","","0","3","low","P2","The quoted remark is a present-day quip about the physical bulk of ObjectVision’s printed manuals, not a forward-looking prediction or enduring characterization to be tested over a 3-year horizon. While Borland ObjectVision did in fact ship with substantial printed documentation and was seen as complex relative to later tools, this is simply a contemporaneous description of its packaging rather than a claim about future trends or outcomes. As such, it does not meaningfully lend itself to a prescience judgment under the rubric.","false","quotations_corpus_v1","quotations_corpus","2026-06-19T20:32:56.595276+00:00"
"1093","pdf-152","SH-3y","3","","Even partners that don't have to rely on Informix for matchmaking--namely client/server powerhouses such as SAP","AP","","Alex Ott, vice president of Strategic Partnerships at SAP. Call it the click of credibility. ""Informix has a catalog of applications the size of the Manhattan phone book, but the knock has been that those applications aren't world-class,"" says Peter Kastner, of the Aberdeen Group. ""You can't say that anymore, given that it's the database in one SAP sale a day."" Of course, it helps that Informix has ""the fresh","3","2","medium","In the mid‑1990s, Informix did become a mainstream, SAP‑certified database for R/3 deployments and was widely regarded as a technically capable, enterprise‑class platform, so the idea that it lacked world‑class credibility was no longer accurate for a few years. However, even within roughly three years, Oracle remained the dominant SAP database, and Informix’s momentum was undercut by its 1997 accounting scandal and subsequent loss of market share, leading to its eventual acquisition by IBM in 2001, so the implied durability of its elevated status did not really materialize. Overall, the statement captured a real but short‑lived upswing in Informix’s stature rather than a lasting shift in the competitive order.","14.17","true","true","3","3","medium","In the mid-1990s Informix was indeed regarded as technologically advanced, with its Universal Server and parallel architecture seen as competitive with Oracle and suitable for high-end workloads, including some SAP deployments, so the old knock that its products were not ""world-class"" was becoming outdated. However, within about three years of the article (1997–1999) Informix was hit by an accounting scandal, leadership turnover, revenue shortfalls, and steep market-share losses to Oracle and Microsoft SQL Server, which damaged its credibility and commercial momentum despite its technical strengths. By 2001 its database business was sold to IBM, so Kastner’s implication of a durable, credibility-driven upswing—anchored in being the database in frequent SAP wins—only partially held up over the stated horizon.","10.61","true","3","3","medium","P1_tiebreak","In the mid-1990s Informix was indeed regarded as technologically advanced, with its Universal Server and parallel architecture seen as competitive with Oracle and suitable for high-end workloads, including some SAP deployments, so the old knock that its products were not ""world-class"" was becoming outdated. However, within about three years of the article (1997–1999) Informix was hit by an accounting scandal, leadership turnover, revenue shortfalls, and steep market-share losses to Oracle and Microsoft SQL Server, which damaged its credibility and commercial momentum despite its technical strengths. By 2001 its database business was sold to IBM, so Kastner’s implication of a durable, credibility-driven upswing—anchored in being the database in frequent SAP wins—only partially held up over the stated horizon.","false","quotations_corpus_v1","quotations_corpus","2026-06-19T20:32:56.595276+00:00"
"1095","pdf-163","SH-3y","3","","""The APIs will allow application programmers to write software that can notify managers about applications-","AP","","""The APIs will allow application programmers to write software that can notify managers about applications- related events so they can catch system errors or errors in the making,"" Kastner adds. ICE will monitor HTTP servers for errors and exceptional events, and through its manager/ agent technology watch for system vital signs that signal outages and performance problems. An app written to the ICE APIs could generate an alert, and","5","3","high","Within a few years, enterprise system-management platforms such as HP OpenView, IBM Tivoli, CA Unicenter, and BMC Patrol were routinely using APIs and manager/agent architectures to monitor HTTP servers, application events, and system health metrics, and to trigger alerts when thresholds were crossed. These tools commonly integrated with email and other notification channels to proactively warn operations staff about emerging outages and performance problems, matching Kastner’s description of application-level, intranet-savvy monitoring and alerting behavior within the forecast horizon.","24.95","true","false","","","","","","","5","3","high","P2","Within a few years, enterprise system-management platforms such as HP OpenView, IBM Tivoli, CA Unicenter, and BMC Patrol were routinely using APIs and manager/agent architectures to monitor HTTP servers, application events, and system health metrics, and to trigger alerts when thresholds were crossed. These tools commonly integrated with email and other notification channels to proactively warn operations staff about emerging outages and performance problems, matching Kastner’s description of application-level, intranet-savvy monitoring and alerting behavior within the forecast horizon.","false","quotations_corpus_v1","quotations_corpus","2026-06-19T20:32:56.595276+00:00"
