char_offset,trigger_labels,sentence
13557,best_in_class,"**----- Start of picture text -----**<br>
Business users 26% Best-in-Class<br>All Others<br>involved 19%<br>Automated tools 57%<br>for testing 35%<br>Quality managed<br>81%<br>throughout<br>63%<br>lifecycle<br>0% 20% 40% 60% 80% 100%<br>Source: Aberdeen Group, August 2007<br>**----- End of picture text -----**<br>"
14611,figure_reference,"Reducing the number of defects is important, but it isnít the top reason that most companies are looking to improve their performance in testing SOA and web services applications (Figure 2)."
14856,percentage_stat,Only 22% of all companies surveyed indicated that reducing the cost of testing was a key driver.
14955,figure_reference,**Figure 2: Top Drivers for Focusing on QA**
15057,best_in_class,"**----- Start of picture text -----**<br>
Decrease time 55%<br>to deliver 56%<br>Reduce<br>60%<br>number of<br>52%<br>defects<br>Reduce risk of<br>28% Best-in-Class<br>deploying new<br>43% All Others<br>components<br>0% 20% 40% 60% 80%<br>Source: Aberdeen Group, August 2007<br>**----- End of picture text -----**<br>"
15408,figure_reference,Roughly one-third of respondents to this study indicated that they had not made significant changes to their QA processes (Figure 3).
15669,figure_reference,**Figure 3: Changes to Key QA Processes**
15768,best_in_class,"**----- Start of picture text -----**<br>
QA has been completely 20% Best in Class<br>redesigned 7% All Others<br>Process changed project-by- 51%<br>project 65%<br>Testing SOA and w eb services<br>62%<br>differently for traditional<br>54%<br>softw are<br>0% 20% 40% 60% 80%<br>Source: Aberdeen Group, August 2007<br>**----- End of picture text -----**<br>"
16333,best_in_class,"Best-in-Class companies, however, are almost **three times as likely** as Industry Average and Laggard organizations to have redesigned their entire testing process."
16499,best_in_class,The Best-in-Class organizations have made the commitment to services-based applications and have retooled their key processes to reflect their new direction.
17060,best_in_class;percentage_stat,"For example, 45% of Best-in-Class companies use tools for tracking business requirements, compared to 35% of the Industry Average and Laggard organizations."
17700,best_in_class,## **The Best-in-Class PACE Model**
17738,best_in_class;percentage_stat,Aberdeen uses the **PACE** model to profile the top performing 20% of companies ñ the Best-in-Class ñ in four areas:
18299,best_in_class,Table 2 shows the PACE profile of the Best-in-Class companies used for this report.
18593,best_in_class,**Table 2: The Best-in-Class PACE Framework**
20391,percentage_stat,"Regression testing is done by only 39% of Laggard organizations, so the risk for them is quite real."
20494,best_in_class,Best-in-Class companies tend to be further along the maturity curve and have learned the lessons of untested software.
21247,best_in_class,Best-in-Class IT organizations are changing their QA processes to encompass composite applications.
22228,best_in_class,√ Best-in-Class companies are **twice as likely** to use automated requirementstracking tools than Laggard organizations
22353,best_in_class,"√ **70%** of Best-in-Class firms measure quality throughout the project lifecycle, not just in testing"
22460,average_stat,√ **Nearly half (47%)** of Bestin-Class companies use design-time governance to promote reuse of software components versus an average of 33% for other organizations
23261,best_in_class,"The aggregated performance of surveyed companies determined whether they ranked as Best-in-Class, Industry Average, or Laggard."
24028,best_in_class,These characteristics (Table 3) serve as a guideline for best practices and correlate directly with Best-in-Class performance across the key metrics.
26311,best_in_class,"The top challenge cited by Best-in-Class companies related to SOA and services testing was incomplete technical specifications, while the second"
26691,best_in_class;figure_reference,"Time budgeted for QA is not an issue for the Best-in-Class, but it is the top concern of the Industry Average (Figure 4)."
26815,figure_reference,**Figure 4: Top Challenges in QA**
26907,best_in_class,"**----- Start of picture text -----**<br>
Incomplete 47%<br>technical 41%<br>specifications 45%<br>QA tools not 38%<br>designed for SOA 33%<br>or w eb services 32%<br>23% Best-in-Class<br>Not enough time<br>42% Industry Average<br>alloted for testing 32% Laggard<br>0% 10% 20% 30% 40% 50%<br>Source: Aberdeen Group, August 2007<br>**----- End of picture text -----**<br>"
27299,best_in_class,One of the key differentiators of the Best-in-Class is that they place a heavy emphasis on the business view of testing.
27851,best_in_class;figure_reference,"Best-in-Class companies use automation to manage those requirements across the entire lifecycle of a project, not just during the design phase (Figure 5)."
28191,best_in_class;figure_reference,**Figure 5: Requirements-Based Testing Differentiates Best-in-Class Companies**
28328,best_in_class,"**----- Start of picture text -----**<br>
Automation used 38% Best-in-Class<br>to track business 28% Industry Average<br>requirements 21% Laggard<br>Requirements<br>81%<br>managed<br>72%<br>throughout the<br>54%<br>project lifecycle<br>0% 20% 40% 60% 80% 100%<br>Source: Aberdeen Group, August 2007<br>**----- End of picture text -----**<br>"
28904,best_in_class;figure_reference,One way that Best-in-Class companies drive up the quality of deployed services is by reusing tried and tested components (Figure 6).
29571,figure_reference,**Figure 6: Using Governance to Drive Reusability**
29680,best_in_class,"**----- Start of picture text -----**<br>
60%<br>49%<br>50%<br>36%<br>40%<br>30%<br>15%<br>20%<br>10%<br>0%<br>Best-in-Class Industry Average Laggard<br>Source: Aberdeen Group, August 2007<br>**----- End of picture text -----**<br>"
29939,best_in_class;figure_reference,Best-in-Class companies rely more heavily on dedicated QA resources than do the other groups (Figure 7).
30186,figure_reference,**Figure 7: Software Testing Roles**
30280,best_in_class,"**----- Start of picture text -----**<br>
93%<br>QA testers 79%<br>70%<br>44%<br>Developers 53%<br>45%<br>24%<br>End users 37%<br>36%<br>External beta 18% Best-in-Class<br>testers 5% 17% Industry AverageLaggard<br>0% 20% 40% 60% 80% 100%<br>Source: Aberdeen Group, August 2007<br>**----- End of picture text -----**<br>"
31076,best_in_class;percentage_stat,"Interestingly, when asked if organizations test SOA and web services components outside of the company, 40% of all respondents (although only 32% of Best-in-Class) said that they did."
31427,figure_reference,Training in SOA and web services technologies is an area in which Best-inClass companies show a significant advantage (Figure 8).
31904,figure_reference,## **Figure 8: Training is an Indicator of Maturity**
32165,best_in_class,"**----- Start of picture text -----**<br>
Key developers,  business analysts, and testers are<br>trained in SOA and w eb services technology<br>70%<br>60%<br>60%<br>50%<br>40% 35% 36%<br>30%<br>20%<br>10%<br>0%<br>Best-in-Class Industry Average Laggard<br>Source: Aberdeen Group, August 2007<br>**----- End of picture text -----**<br>"
32574,best_in_class,"While Best-in-Class companies are twice as likely to have already trained their workers, both the Industry Average (57%) and Laggard (48%) companies plan to take this step in the next twelve months."
32797,best_in_class;figure_reference,Automated testing tools are a key differentiator for Best-in-Class (Figure 9).
33516,best_in_class,"While Best-in-Class companies are 50% more likely to do regression testing than Laggards (64% versus 38%), all of the groups are performing compliance (30%), orchestration (25%), and security testing (41%) at alarmingly low rates."
33747,best_in_class,Fifty percent of the Best-in-Class are executing performance tests.
33817,figure_reference,**Figure 9: Technical Approaches to SOA and Web Services QA**
33936,best_in_class,"**----- Start of picture text -----**<br>
Monitoring / reporting tools in 60%<br>50%<br>production 45%<br>Automated tools for SOA and 48%<br>42%<br>w eb services functional test 29%<br>Orchestration / integration test 40%<br>27%<br>tools 19%<br>24% Best-in-Class<br>Automated tools for extracting<br>18% Industry Average<br>business logic / data 13% Laggard<br>0% 20% 40% 60% 80%<br>Source: Aberdeen Group, August 2007<br>**----- End of picture text -----**<br>"
35875,best_in_class;figure_reference,Best-in-Class companies are much more likely to measure the quality of a web service or SOA component across the entire development lifecycle ñ from the definition of business requirements to deployment and maintenance (Figure 10).
36784,best_in_class;percentage_stat,"In support of this, the Best-in-Class are increasing their budget for quality at a faster pace than all other respondents: 66% of the Best-in-Class indicated that they have increased their spending on QA per project versus 50% of the Industry Average and 14% of Laggards."
37058,best_in_class;figure_reference,## **Figure 10: The Best-in-Class Focus on Quality Across the Entire Lifecycle**
37196,best_in_class,"**----- Start of picture text -----**<br>
80% 70%<br>70%<br>58%<br>60%<br>49%<br>50%<br>40%<br>30%<br>20%<br>10%<br>0%<br>Best-in-Class Industry Average Laggard<br>**----- End of picture text -----**<br>"
37866,best_in_class,The key to gaining value from this report is moving your organization along the maturity path to Best-in-Class.
38251,best_in_class,The Best-in-Class are using integration testing tools at double the rate of Laggard companies.
38350,best_in_class,**Build a culture of quality.** Best-in-Class companies treat quality as an end-to-end process rather than as the last step in the software lifecycle.
38681,best_in_class,√ **94%** of the Best-in-Class reported an increase in software quality
38760,best_in_class,√ **61%** of the Best-in-Class recorded fewer defects
38821,best_in_class,√ **57%** of the Best-in-Class saw reduced time to repair
38886,best_in_class,√ **70%** of the Best-in-Class said maintainability had improved
38955,best_in_class,**Automate.** The Best-in-Class are leveraging automated testing tools at double the rate of Laggards (57% versus 29%).
39514,best_in_class,"Best-in-Class organizations track both business requirements and quality across the enterprise, not on a service-byservice basis."
40070,best_in_class,**Improve visibility of deployed services.** Best-in-Class organizations are using monitoring and reporting tools on their production systems to give them a better understanding of what is going wrong ñ and what is also going right ñ in their applications.
40537,best_in_class,## **Best-in-Class Steps to Success**
43947,percentage_stat,_**Industry** :_ The research sample included respondents predominantly from high-technology industries and companies (representing 34% of the sample).
44439,percentage_stat;dollar_stat,"_**Company size** :_ Thirty two percent of respondents were from large enterprises (annual revenues above US$1 billion, including 19% over US$5 billion); 31% were from midsize enterprises (annual revenues between $50 million and $1 billion); and 37% of respondents were from small businesses (annual revenues of $50 million or less)."
68470,percentage_stat,"A slight Web site advantage can cause customers across a global market to establish relationships; a slight but persistent disadvantage can, even today, cause 10% to 20% of the installed base to walk away."
74774,dollar_stat,"Currently, EII is a small market  less than $200 million in size  that lacks visibility to IT buyers."
78324,dollar_stat,"If successful, these suppliers will fuel a $250 million-plus market over the next two years."
78417,dollar_stat,"Increasingly, EII solutions will be incorporated in portal, EAI, business intelligence, and business-process-integration solutions, making EII a key technology in a $7.5 billion market."
87558,figure_reference,Figure 1 shows how EII fits into a typical architecture.
87617,figure_reference,## **Figure 1: EII in a Typical Architecture**
127566,figure_reference,Figure 2 shows how information aggregation technologies can be combined in an overall architecture.
127668,figure_reference,**Figure 2: Example of Information Aggregation Architecture**
160833,figure_reference,"Figure 3 shows Aberdeen’s EII technology segmentation model, which can be used to categorize various EII and related offerings based on technology and functionality."
161077,figure_reference,**Figure 3: EII Technology Segmentation Model**
166298,dollar_stat,"|**Supplier**|**Revenues**|
|---|---|
|Business Objects|$15 million|
|Attunity|$4 million to $7 million|
|BEA|$25 million|
|XAware|$4 million to $7 million|
|IBM|$60 million|
|MetaMatrix|$10 million|"
166695,dollar_stat,"|Nimble Technologies|$4 million to $7 million|
|---|---|
|Venetica|$7 million to $10 million|"
167004,dollar_stat,"However, Aberdeen’s field experience indicates that, for every dollar spent on software application licenses, $1.25 to $1.50 is spent on professional services to implement integration of the application and the resultant data."
167523,dollar_stat,"|**Markets**|**2002**|**2003**|**2004**|
|---|---|---|---|
|EAI|$2.2 billion|$2.6 billion|$3.0 billion|
|Content management|$1.2 billion|$1.6 billion|$2.0 billion|
|Portal|$1.5 billion|$2.2 billion|$2.8 billion|
|Total|$4.9 billion|$6.4 billion|$7.8 billion|"
204695,percentage_stat,"As a result, **more than 50% of those surveyed are turning to business process management (BPM) in 2007 to help get the process right at the line-ofbusiness level** ."
206493,best_in_class,Best in Class organizations are far ahead of Industry Average and Laggard companies in adaptability of applications and ROI from their SOA investments.
206675,best_in_class,"**Best in Class** companies have the most experience with SOA and should rely on it to drive higher ROI from their investments in BPM, especially in process transformation projects that harness BPM, SOA, and other technologies (e.g., mobile devices) to capture and manage cost-critical processes unique to the business, and in driving lower application lifecycle costs."
210850,figure_reference,Figure 1: Top Pressures Driving Service-Oriented Architectures.................... 2 Figure 2: Ability of Software Applications to Meet Business Requirements .. 3 Figure 3: Importance of IT Capabilities in Critical Business Process Performance 7 Figure 4: Infrastructure Middleware Tools Drawing Investment...................... 7 Figure 5: Challenges with Applications for Key Business Processes ................ 9 Figure 6: Challenges in Starting or Implementing BPM/SOA............................10 Figure 7: Factors Resulting in Data Management Complexity.........................10
211882,best_in_class,## _Chapter One:_ **Benchmarking the Best in Class**
213491,best_in_class,**Table 1: Best in Class PACE Framework**
214575,figure_reference,"The need to support new, agile business processes is the chief pressure driving organizations to start or implement an SOA-based system (Figure 1)"
214724,figure_reference,**Figure 1: Top Pressures Driving Service-Oriented Architectures**
216152,figure_reference,An overwhelming majority of organizations represented in the Aberdeen survey feel constrained in their applications’ ability to meet customers’ individual business requirements (Figure 2).
216477,figure_reference,**Figure 2: Ability of Software Applications to Meet Business Requirements**
217120,best_in_class,"Based on the Maturity Class Framework, Aberdeen established Best-in-Class characteristics in four key categories: (1) process; (2) organization; (3) performance management; and (4) technology."
218150,percentage_stat,"Aberdeen’s prior research indicated that 41% of all companies were to at least have **SOA** strategies in place by the end of 2006, if they had not implemented them already."
221409,percentage_stat,"38% of companies surveyed have current SOA projects, another 29% say their IT organizations are planning to start at least one project within the next 12 months."
221702,figure_reference,"63% believe it’s very important that their technologies, such as BPM, be able to integrate into any system that provides critical data or information, which is what an SOA can deliver (Figure 3)."
221952,percentage_stat,Some 63% of surveyed companies use spreadsheets and 37% use legacy mainframe applications to manage critical business process functions.
222419,best_in_class;percentage_stat,"However, 54% of Best in Class companies Aberdeen surveyed recognize this and are investing in technologies that can improve nimble processes."
222697,figure_reference,**Figure 3: Importance of IT Capabilities in Critical Business Process Performance**
223353,figure_reference,Figure 4 shows the infrastructure middleware technologies in which the surveyed companies are investing.
223687,figure_reference,**Figure 4: Infrastructure Middleware Tools Drawing Investment**
226355,figure_reference,"Still, improving business process visibility and integration capabilities doesn’t come without its challenges (Figure 5)."
226694,percentage_stat,"Alarmingly, 75% of companies that are the biggest users of ERP systems cite this issue."
226782,best_in_class;percentage_stat,"Yet, **only 33% of Best in Class companies are constrained by their ERP systems** ;"
227191,figure_reference,**Figure 5: Challenges with Applications for Key Business Processes**
227979,figure_reference,"These issues also come up when we asked respondents to cite the challenges they face or will face in implementing an SOAbased system (Figure 6), as well as the factors that result in data management complexity (Figure 7)."
228667,percentage_stat,"For instance, only 19% of companies represented in Aberdeen’s _Composite Applications Benchmark report_ have had SOA-based solutions in place for more than a year, while another 22% were implemented only within the last 12 months."
228900,dollar_stat,"Already companies have shown an average return of about 9% based on an average investment in SOA at around $730,000 while the mean payback to date is $798,000."
229196,figure_reference,**Figure 6: Challenges in Starting or Implementing BPM/SOA**
229660,figure_reference,**Figure 7: Factors Resulting in Data Management Complexity**
230104,best_in_class,"When we separated the Best in Class organizations from the rest of the survey pool, the _**Best in Class are recouping averaging a return of more than twice their investment,**_ while Industry Average and Laggard companies - have yet to recover all they have invested."
230844,best_in_class,Best in Class organizations are far ahead of Industry Average and Laggard companies in their adaptability of applications and in their ROI from BPM and SOA investments.
231688,best_in_class,"Table 2 shows Aberdeen’s Competitive Framework for this report to distinguish leading, or Best in Class, companies, from Industry Average and Laggard organizations."
231877,best_in_class,**Best in Class** organizations have software applications that can allow them to adapt quickly to most customer requirements
232864,best_in_class,"Best in Class organizations are more likely to be aware of SOA, due largely to the knowledge levels of their IT organizations and the support and commitment from the business side or executive leadership."
233412,best_in_class,Commitment to and interest in SOA and BPM spell the difference between Best in Class organizations and the rest of the survey pool.
233544,percentage_stat,"Facilitating that is that only 11% of these companies believe they’re dealing with too much complexity for employees to handle, in spite of the fact that close to half of them indicate they’re busy with several technology/business process initiatives."
233798,best_in_class;percentage_stat,"Further, only 24% of the Best in Class use legacy mainframe applications to manage critical business processes, well below the 39% of Industry Average."
233950,best_in_class,"This highlights a willingness and commitment by the Best in Class to use more advanced applications, such as best of breeds and Web-hosted and On Demand tools."
234112,best_in_class,_Commitment to and interest in both SOA and BPM spells the difference between Best in Class organizations and the rest of the survey pool_ .
234572,percentage_stat,63% say the upfront costs for implementing SOA are higher because of a need for more design and architecture (56% of the entire survey pool cited this);
236185,dollar_stat,"Close to three-quarters of large companies (annual revenue of more than $1 billion), where the processes are more complex, are investing in BPM tools, as well as ESB and SOA middleware software (Table 3)."
238369,figure_reference,**Figure 8: Organizational Challenges to SOA Implementations**
238884,figure_reference,**Figure 9: Application Challenges to Business Process Improvements**
240417,best_in_class,"Best in Class companies have the most experience with SOA, and they should rely on it to drive higher ROI from their investments in SOA and BPM."
240905,best_in_class,## **Best in Class Next Steps**
242650,percentage_stat,3) _Is there interest in SOA?_ All but 5% of Industry Average organizations at least have interest in the potential advantages of an SOA.
242949,percentage_stat,"The increase in knowledge starts at the top; 61% of Industry Average companies cite limited vision, support, or understanding of SOA from the business side or executive"
243255,best_in_class;percentage_stat,"leadership, compared with only 37% of Best in Class companies."
247516,best_in_class,"The Ramco BPDS combines best in class BPM capabilities with an integrated services environment and a repository of over 1,200 pre-built services for true end-to-end SOA based application development."
251215,percentage_stat,"_**Geography** :_ About 45% of all study respondents were from North America (US, Canada, Mexico); 28% were from Europe; 20% from Asia/Pacific; 5% from the Middle East and Africa; and 3% from South America and the Caribbean."
251444,percentage_stat;dollar_stat,_**Company size** :_ About 32% of respondents were from large enterprises (annual revenues above US$1 billion); 31% were from mid-size enterprises (annual revenues between $50 million and $1 billion); and 37% from small businesses ($50 million or less).
260412,best_in_class,## **Best-in-Class Performance**
260447,best_in_class,"Three key performance indicators (KPIs) were used to identify those companies that are succeeding in their application development efforts, Aberdeenís Best-in-Class."
260615,best_in_class,"|**KPI**|**Best-in-Class Performance**|
|---|---|
|Application development costs|**100%**saw reduction|
|Application maintenance costs|**72%**saw reduction|
|User satisfaction in IT service levels|**89%**saw improvement|"
260916,best_in_class;figure_reference,"Although prior Aberdeen research implied an even split between SOA infrastructure and web services strategies, the closer focus of this study revealed that Best-in-Class companies are building out SOA middleware infrastructure by a margin of nearly two to one (Figure 1)."
262662,best_in_class,The Best-in-Class recognize that SOA is a disruptive technology and are putting their money into building expertise.
266468,best_in_class,Table 1: Companies With Top Performance Earn  ìBest-in-Classî Status:....9 Table 2: Best-in-Class PACE Framework..............................................................10 Table 3: Competitive Framework...........................................................................12 Table 4: PACE Framework .......................................................................................23 Table 5: Maturity Framework...................................................................................24 Table 6: Relationship between PACE and Competitive Framework..............24
267283,best_in_class,## **Chapter One: Benchmarking the Best-in-Class**
267363,percentage_stat,"While 90% of the Global 5000 have enthusiastically adopted plans and projects to implement new applications using services-oriented technologies (i.e., SOA), Aberdeen research in _ESB and SOA Middleware_ (June 2006) and _The Legacy Application Modernization Benchmark Report_ (September 2006) show a clear bifurcation of technology approaches to ìgetting to servicesî:"
268396,best_in_class,√ **100%** of Best-in-Class organizations report an improvement in application development costs using SOA
269181,figure_reference,"For this study, we looked more closely at the approaches in use (Figure 1)."
269602,figure_reference,## **Figure 1: What Technologies Are Being Used?**
270308,best_in_class;figure_reference,The top three drivers for Best-in-Class are different than those of the Industry Average and Laggard groups (Figure 2):
270820,figure_reference,**Figure 2: Top drivers for SOA and web services**
271556,best_in_class,Aberdeen used three key performance criteria to distinguish Best-in-Class companies from Industry Average and Laggard organizations:
271842,best_in_class,## **Best-in-Class Status:**
272799,best_in_class,## **Best-in-Class PACE Model**
272833,best_in_class;percentage_stat,"Aberdeenís methodology for understanding the top performing 20% of companies ñ the Best-in-Class ñ looks at business pressures, potential actions, organizational capabilities, and technology enablers."
273036,best_in_class,"The Best-in-Class (BIC) view SOA as a business strategy for accelerating the delivery of game-changing products and services, not as IT modernization."
273414,best_in_class,**Table 2: Best-in-Class PACE Framework**
274733,percentage_stat,"To solve this supplydemand imbalance, more than 90% of Global 5000 IT organizations by the end of 2006 had embarked on using a new architecture (SOA) and new development technologies."
275160,best_in_class,"With such a deep divide between the two approaches to distributed applications, web services or full SOA infrastructure, we wanted to know which would yield the larger benefits in terms of application lifecycle costs, productivity, and user satisfaction. **Best-in-Class organizations are twice as likely as the industry average to have focused on SOA middleware infrastructure rather than web services.** Only 17% indicated that they used a combination of full SOA and web services in their application development."
277145,best_in_class,√ Best-in-Class companies are **twice as likely** to have deployed SOA middleware rather than just web services.
277262,best_in_class;percentage_stat,"√ **39%** of Best-in-Class organizations measure application lifecycle cost, versus 13% of the Industry Average."
277379,best_in_class,√ **41%** of Best-in-Class are using SOA management and governance software.
277456,percentage_stat,Only 17% of Industry Average and 7% of Laggard companies are using these critical tools.
280268,best_in_class,"The Best-in-Class companies are still leading the charge, and with more overall experience under their belts, they are setting the pace for the rest of the industry."
280478,best_in_class;percentage_stat,"For example, on the development side, 53% of the Best-in-Class have already upgraded or replaced their development tools in order to take advantage of better ways to create services-based applications."
280680,percentage_stat,Only 28% of the Industry Average and 26% of the Laggards have completed this important step.
280773,best_in_class;figure_reference,"However, both of those groups are planning on catching up, with roughly 50% planning on upgrades during the next six months, versus 29% for the Best-in-Class (Figure 3)."
281160,figure_reference,"During the next six months, however, the latter two groups are looking at training: Sixty nine and 55% respectively (Figure 3)."
281494,figure_reference,**Figure 3: Trends in training and development tools**
282218,best_in_class,"The Best-in-Class organizations have, in general, been on the SOA journey longer and therefore have had more time to establish policies around their application work."
282642,best_in_class,"Significantly, Best-in-Class are nearly **four times more often** actually measuring what it costs to create and deploy applications."
283000,best_in_class;figure_reference,**Figure 4: Best-in-Class places an emphasis on process**
283688,best_in_class,One way that Best-in-Class companies have shifted their thinking is in the area of the development environment.
284306,figure_reference,**Figure 5: New and upgraded development environments**
284902,best_in_class,"Training, often the poor step-child of technology, or simply an afterthought, instead is the underpinning of success for Best-in-Class IT organizations."
285055,best_in_class;percentage_stat,"While less than a third of Laggard and Industry Average companies have spent the time and money to retrain the IT staff, 61% of Best-in-Class have made this critical investment."
285341,figure_reference,"It is tempting to assume that the smart people you hired to write and manage applications in other technologies will ìjust figure it out,î but across the board, companies are realizing that formal retraining is worthwhile (Figure 6)."
285577,figure_reference,**Figure 6: Retraining of application development teams**
286875,best_in_class,"As shown in Chapter 1, we measured Best-in-Class on a number of key performance indicators such as improvement in application development costs, user satisfaction, and the number of completed projects."
287077,best_in_class;figure_reference,"Once Best-in-Class was determined, we looked at the technologies that the group uses (Figure 7)."
287176,best_in_class;percentage_stat,"Fifty six percent of Best-in-Class are focusing primarily on SOA infrastructure, versus 31% of the Industry Average."
287293,percentage_stat,Only 11% of the Laggards are building and deploying SOA applications.
287617,best_in_class;percentage_stat,"To handle the complexity, 41% of Best-in-Class are using automated governance software, while only 17% of Industry Average and 7% of Laggard organizations are doing so."
288524,figure_reference,**Figure 7: Approaches to SOA and web services technology**
289257,best_in_class,"Best-in-Class companies understand that SOA is a complex approach to application development, and they are making key investments not only in SOA middleware, but also in enabling technologies such as automated testing software."
290183,best_in_class,"They say that the proof is in the pudding, and in this study the proof is in cost savings. **One hundred percent** of the Best-in-Class, those companies that are concentrating on SOA middleware rather than web services, report that application development costs have improved."
290461,percentage_stat,"While 59% of the Industry Average have seen improvement, 0% of the Laggard group has."
290547,figure_reference,Twenty three percent report that costs have increased (Figure 8).
290615,figure_reference,**Figure 8: Application costs**
291783,best_in_class,The key to gaining value from this report is moving your organization along the maturity path to Best-in-Class.
292149,best_in_class,The Best-in-Class have already completed this cycle and are seeing significantly lower application development costs.
293953,best_in_class,## **Best-in-Class Steps to Success**
295269,best_in_class,"Upcoming Aberdeen reports will look closely at how Best-in-Class companies are managing QA and testing of SOA and web services applications, and at approaches to building performance into composite applications."
296858,percentage_stat,These represented 20% of the sample.
297213,percentage_stat;dollar_stat,"_**Company size** :_ About 24% of respondents were from large enterprises (annual revenues above U.S. $1 billion, including 11% over U.S. $5 billion); 35% were from midsize enterprises (annual revenues between $50 million and $1 billion); and 41% of respondents were from small businesses (annual revenues of $50 million or less)."
307852,best_in_class,## **Best in Class Performance**
307887,best_in_class,"Four key performance indicators (KPIs) were used to identify those companies that are succeeding in their legacy modernization efforts, Aberdeen’s Best In Class (BIC):"
308434,best_in_class,The Best In Class in this study understand that modernization projects are not just about technology; they also require changes to key processes.
308582,best_in_class,The typical Best In Class organization:
309762,best_in_class,**Plan for test.** Best In Class organizations are twice as likely as Industry Average or Laggards to have well-defined test processes for integration testing.
313875,best_in_class,Table 1: Companies With Top Performance Earn  “Best-in-Class” Status:....9 Table 2: Best-in-Class PACE Framework..............................................................10 Table 3: Competitive Framework...........................................................................12 Table 4: PACE Framework .......................................................................................25 Table 5: Maturity Framework...................................................................................25 Table 6: Relationship between PACE and Competitive Framework..............26
314677,best_in_class,## **Chapter One: Benchmarking the Best in Class**
315454,best_in_class,√ **61%** of Best In Class organizations report a decrease in the cost of legacy platform maintenance costs
315569,best_in_class,√ **70%** of Best In Class companies have clearly documented legacy packages and data structures
315673,best_in_class,"√ **90%** of Best In Class see their legacy modernization projects as a long-term, strategic plan"
315887,best_in_class;figure_reference,Figure 1 shows that Best In Class organizations more often choose to leave packages on the legacy platform and use software adapters or a services layer to provide access to other SOA applications.
316087,figure_reference,**Figure 1: What Approaches Are Being Used?**
316862,best_in_class,Agility is at the top of the list for Best In Class organizations trying to bring their legacy applications into a modern architecture.
317137,figure_reference,"While cost is a consideration, it is not the driving factor for this group (Figure 2)."
317226,figure_reference,**Figure 2: Top drivers for legacy modernization efforts**
317833,best_in_class;figure_reference,"While Best In Class organizations are leveraging their SOA infrastructure to provide interfaces into their legacy applications, Industry Average and Laggard companies opt for re-hosting, which moves the legacy code base to a less expensive hardware platform (Figure 3)."
318312,figure_reference,**Figure 3: Modernization approach reflects organizational drivers**
319724,best_in_class,Aberdeen used four key performance criteria to distinguish Best in Class companies from Industry Average and Laggard organizations:
320093,best_in_class,"With Best In Class identified, we then looked at how the group compared to the Industry Average and Laggard organizations (Table 1)."
320228,best_in_class,## **Table 1: Companies With Top Performance Earn “Best-in-Class”**
321618,best_in_class,## **Best in Class PACE Model**
321652,best_in_class;percentage_stat,Aberdeen uses the PACE model to profile the top performing 20% of companies – the Best In Class – in four areas:
322184,best_in_class,The Best in Class are using SOA and web services to quickly respond to new business requirements by extending legacy packages and data out to the enterprise.
322344,best_in_class,**Table 2: Best-in-Class PACE Framework**
