char_offset,trigger_labels,sentence
38902,best_in_class,"Business Process<br>Monitoring KPMs are<br>widely communicated.|
|**Knowledge**|Less likely than Industry<br>Average or Best in Class<br>to manage to ROI expec-<br>tations."
40985,best_in_class,The Best in Class are moving the most quickly into Business Process Monitoring and the Laggards the most slowly.
41384,best_in_class,he Best in Class are most likely to move aggressively from project to project — and even have multiple projects underway simultaneously.
41731,best_in_class,"As a result, the Best in Class are winning the race to generate business value."
46402,percentage_stat,"However, more than 70% of companies surveyed for an earlier Aberdeen report indicated that the need for “greater visibility into business processes on a real-time basis” was the top driver for enterprise integration projects."
47347,percentage_stat,"Some 57% of survey participants chose “all equally” among information management, business process management, business analytics, and business activity management."
47588,percentage_stat,No less than 84% of respondents are moderately or very pleased with eight ratings of success in their Business Process Monitoring implementations.
47735,best_in_class;percentage_stat,"About 67% (only 43% of Best in Class) found that data integration, loading, and cleansing were more complex than anticipated."
47861,percentage_stat,"More than 70% of Laggards found they had to tune Business Process Monitoring metrics due to false positive or false negative results, or by a poor choice of key performance metrics (KPMs)."
48188,percentage_stat,"Finally, failed Business Process Monitoring implementations amount to about 5% of all projects, indicating success is quite attainable with low overall risks."
48397,best_in_class;percentage_stat,"There is a wide divergence in the definition of “real-time.” While a quarter of Best in Class companies capture process performance changes in 10 seconds or less, and 36% of the respondents’ companies in ten minutes or less, more than half of the survey pool believes daily or even weekly process performance measurement is adequate."
48731,percentage_stat,The fact that 42% of the participating companies are in the planning stages of Business Process Monitoring is likely indicative of the early stages of market penetration and market awareness of Business Process Monitoring.
49890,best_in_class,"Best in Class firms must continue to simplify human business processes, improve the forecasting and prediction capabilities of their Business Process Monitoring systems, and plan to permanently extract core logic and business rules from existing enterprise applications."
51025,best_in_class,"The Best in Class companies participating in our survey are implementing Business Process Monitoring in more business processes aggressively and immediately, while Industry Average companies take a moderate speed and Laggards are risk averse."
51268,best_in_class,"There is **a direct correlation between Best in Class** and **success metrics, and a high degree of IT adoption in support of business process monitoring** ."
54155,best_in_class,"If Best in Class companies are seeing exceptional business value in Business Process Monitoring and accelerating the rate of Business Process Monitoring project implementations, then Industry Average companies should look to pick up the pace of Business Process Monitoring projects and corresponding IT investments."
56468,best_in_class,## _**Best in Class Next Steps**_
58325,best_in_class,"By following the lead of the Best in Class companies discussed in this report, companies that are not using Business Process Monitoring technology can organize initial discussions with the framework provided."
64947,percentage_stat,"Discrete and process manufacturing represented 36% of the survey, and consumer product goods (CPG) 34%."
65265,dollar_stat,_**Company size** :_ Less than $50 Million 37% $50M to $249M 18% $250M to 499M 8% $500M to $999M 9% $1 billion to $5 billion 13% More than $5 billion 15%
