char_offset,trigger_labels,sentence
21376,best_in_class,"The Best-in-Class companies are still leading the charge, and with more overall experience under their belts, they are setting the pace for the rest of the industry."
21586,best_in_class;percentage_stat,"For example, on the development side, 53% of the Best-in-Class have already upgraded or replaced their development tools in order to take advantage of better ways to create services-based applications."
21788,percentage_stat,Only 28% of the Industry Average and 26% of the Laggards have completed this important step.
21881,best_in_class;figure_reference,"However, both of those groups are planning on catching up, with roughly 50% planning on upgrades during the next six months, versus 29% for the Best-in-Class (Figure 3)."
22268,figure_reference,"During the next six months, however, the latter two groups are looking at training: Sixty nine and 55% respectively (Figure 3)."
22602,figure_reference,**Figure 3: Trends in training and development tools**
23326,best_in_class,"The Best-in-Class organizations have, in general, been on the SOA journey longer and therefore have had more time to establish policies around their application work."
23750,best_in_class,"Significantly, Best-in-Class are nearly **four times more often** actually measuring what it costs to create and deploy applications."
24108,best_in_class;figure_reference,**Figure 4: Best-in-Class places an emphasis on process**
24796,best_in_class,One way that Best-in-Class companies have shifted their thinking is in the area of the development environment.
25414,figure_reference,**Figure 5: New and upgraded development environments**
26010,best_in_class,"Training, often the poor step-child of technology, or simply an afterthought, instead is the underpinning of success for Best-in-Class IT organizations."
26163,best_in_class;percentage_stat,"While less than a third of Laggard and Industry Average companies have spent the time and money to retrain the IT staff, 61% of Best-in-Class have made this critical investment."
26449,figure_reference,"It is tempting to assume that the smart people you hired to write and manage applications in other technologies will “just figure it out,” but across the board, companies are realizing that formal retraining is worthwhile (Figure 6)."
26685,figure_reference,**Figure 6: Retraining of application development teams**
27983,best_in_class,"As shown in Chapter 1, we measured Best-in-Class on a number of key performance indicators such as improvement in application development costs, user satisfaction, and the number of completed projects."
28185,best_in_class;figure_reference,"Once Best-in-Class was determined, we looked at the technologies that the group uses (Figure 7)."
28284,best_in_class;percentage_stat,"Fifty six percent of Best-in-Class are focusing primarily on SOA infrastructure, versus 31% of the Industry Average."
28401,percentage_stat,Only 11% of the Laggards are building and deploying SOA applications.
28725,best_in_class;percentage_stat,"To handle the complexity, 41% of Best-in-Class are using automated governance software, while only 17% of Industry Average and 7% of Laggard organizations are doing so."
29632,figure_reference,**Figure 7: Approaches to SOA and web services technology**
30365,best_in_class,"Best-in-Class companies understand that SOA is a complex approach to application development, and they are making key investments not only in SOA middleware, but also in enabling technologies such as automated testing software."
31291,best_in_class,"They say that the proof is in the pudding, and in this study the proof is in cost savings. **One hundred percent** of the Best-in-Class, those companies that are concentrating on SOA middleware rather than web services, report that application development costs have improved."
31569,percentage_stat,"While 59% of the Industry Average have seen improvement, 0% of the Laggard group has."
31655,figure_reference,Twenty three percent report that costs have increased (Figure 8).
31723,figure_reference,**Figure 8: Application costs**
32712,best_in_class,"Based on the information in Chapters One and Two, readers should determine whether their organizations fall into the “Laggard”, “Industry Average,” or “Best-in-Class” categories."
32891,best_in_class,The key to gaining value from this report is moving your organization along the maturity path to Best-in-Class.
33257,best_in_class,The Best-in-Class have already completed this cycle and are seeing significantly lower application development costs.
35061,best_in_class,## **Best-in-Class Steps to Success**
36377,best_in_class,"Upcoming Aberdeen reports will look closely at how Best-in-Class companies are managing QA and testing of SOA and web services applications, and at approaches to building performance into composite applications."
37966,percentage_stat,These represented 20% of the sample.
38321,percentage_stat;dollar_stat,"_**Company size** :_ About 24% of respondents were from large enterprises (annual revenues above U.S. $1 billion, including 11% over U.S. $5 billion); 35% were from midsize enterprises (annual revenues between $50 million and $1 billion); and 41% of respondents were from small businesses (annual revenues of $50 million or less)."
