entity_id,entity_name,entity_type,sector,hit_count,first_context
david-hill,David Hill,person,Market Research / IT Consulting,1,rk Storage|||| |August<br>2001|Storage & Storage Management|David Hill|| |This Aberdeen_Impact_focuses on Sistina's storage softwa
sun-microsystems,Sun Microsystems,company,Enterprise IT Hardware,1,ne|| |This Aberdeen_Impact_examines the implications of the Sun Microsystems and<br>EDS alliance on today's ASPs.|||| |_InSight:_The Opt
network-associates,Network Associates,company,Network Security / IT Management,1,"Eric Hemmendinger| |In this_Profile_, Aberdeen examines how Network Associates helps IS<br>administrators implement and maintain a compreh"
bob-moran,Bob Moran,person,IT-research,1,ght||||| |June 2001||Data Knowledge and Decision<br>Support|Bob Moran and Guy<br>Creese|| |This Aberdeen_Profile_describes Inform
neon-software,NEON,company,enterprise-software,1,"pliers, as well as presents e-Business integration supplier NEON Systems.   _Profile:_ Prophet 21 CommerceCenter: Comprehens"
computer-associates-international,"Computer Associates International, Inc. (CA)",company,enterprise-software,1,"eBusiness application and software and services division of Computer Associates International, Inc. (CA) offers an innovative strategy for open, end-to-end, cross-e"
appshop,AppShop,company,application-service-providers,1,"ber<br>2001|Application Service Providers|Lew Hollerbach|| |AppShop was selected for inclusion in Aberdeen's research report,_W"
sistina-software,Sistina Software,company,storage-software,1,"zed by account codes, in debit/credit format.|||| |_Impact:_Sistina Software: Empowering Network Storage|||| |August<br>2001|Storage & S"
computer-network-solutions,Computer Network Solutions (CNS),company,managed-services,1,"nagement|Valerie O'Connell| |In this evolving market space, Computer Network Solutions (CNS) - the focus of<br>this Aberdeen_Impact_- stands out as an e"
falconstor-software,FalconStor Software,company,storage-software,1,develop and support products collaboratively.   _Profile:_ FalconStor Software: Easy Upgrade to the Storage Utility   Storage and Storage
ethan-cohen,Ethan Cohen,person,market-research,1,T for<br>the Future||| |June 2001|Energy and Communications|Ethan Cohen| |||| |This_Profile_also outlines CES International's strat
dana-gardner,Dana Gardner,person,market-research,1,ervers to Platform Status September Internet Infrastructure Dana Gardner 2001 Mirapoint Internet Directory - largely the focus of th
david-wright,David Wright,person,IT market research,1,rth Quarter Technology Spending Fall? September IT Spending David Wright 2001 This Aberdeen _InSight_ will examine what impact the t
david-alschuler,David Alschuler,person,IT market research,1,":_SAP: The Once and Future King||||| |July 2001||e-Business|David Alschuler, Bill<br>Brandel, Christopher<br>Fletcher and Tim<br>Minaha"
mcafee,McAfee,company,Security Software,1,nexpensive networked storage.| |---|---|---| |||| |_Impact:_McAfee's ePolicy Orchestrator Eliminates the Holes in the<br>Enter
