"obs_id","study_id","model","prescience_score","confidence","rationale","scored_at","scorer_version","source_pass","elapsed_sec","parse_ok"
"aberdeen-1996-live-object-caching-high-performance-OBS-006","aberdeen-1996-live-object-caching-high-performance","sonar-reasoning-pro","0","1","The claim is about a very specific product feature (TransApp Server gaining multi-client access to a live object cache in late 1996), and there is little to no widely documented historical record of this particular product or release behavior in mainstream enterprise IT histories. While multi-client, transactional caching did become standard in major application servers such as BEA WebLogic, IBM WebSphere, and others by the late 1990s and 2000s, I cannot reliably verify whether this named TransApp Server product shipped as forecast or had any material impact. Because the prediction is narrow and tied to a little-documented product, it cannot be assessed confidently for prescience.","2026-06-14T19:24:57Z","v6","pass_c_sonar_v1","9.16","true"
"2002-second-generation-pdas-it-s-high-time-for-wireless-c6563f-OBS-010","2002-second-generation-pdas-it-s-high-time-for-wireless-c6563f","sonar-reasoning-pro","0","2","The fragmentary claim only notes that a competing PDA platform is seeking an enterprise wireless foothold, without specifying which platform, what kind of enterprise use, or any forward-looking outcome. By the mid-2000s, multiple PDA and smartphone platforms (Palm OS, Pocket PC/Windows Mobile, BlackBerry) were indeed pursuing enterprise wireless use cases, and then classic PDAs were largely displaced by smartphones in the early 2010s.[2][3] Because the statement does not clearly predict success, failure, scale, or timing of this competition, it is too vague to meaningfully score for prescience.","2026-06-14T19:25:05Z","v6","pass_c_sonar_v1","8.66","true"
"aberdeen-1995-limd-technology-OBS-046","aberdeen-1995-limd-technology","sonar-reasoning-pro","0","3","The claim text, “2 x-times,” is too fragmentary and lacks clear context about what metric, technology, or outcome is being measured or predicted, so it cannot be mapped to any specific historical development. Without knowing whether this refers to performance, cost, adoption, or some other factor, it is impossible to compare it against the documented evolution of memory or storage technologies from the mid‑1990s onward. As a result, there is no reliable way to judge whether the observation proved accurate or not.","2026-06-14T19:25:10Z","v6","pass_c_sonar_v1","4.07","true"
"nti-11-distributed-midrange-servers-1993-dedd19-OBS-006","nti-11-distributed-midrange-servers-1993-dedd19","sonar-reasoning-pro","2","3","In the 1990s, midrange platforms such as the IBM AS/400 did offer strong, integrated security, data integrity, and availability that were often superior to contemporary PC LAN environments based on Novell NetWare or early Windows networking. However, mainframes (e.g., IBM System/390 and later zSeries) retained and extended their role as the benchmark for security, transactional integrity, and extreme availability, while by the 2000s–2010s high-availability and security features were primarily advanced in large-scale x86/UNIX server farms and cloud platforms rather than in classic midrange systems. As a result, the assertion that midrange servers surpassed both mainframes and PC LANs in these dimensions did not hold up overall, even though they did outperform early PC LANs for a time.","2026-06-14T19:25:21Z","v6","pass_c_sonar_v1","11.11","true"
"2002-wi-fi-s-new-standard-802-11a-will-offer-the-best-b-795f0c-OBS-002","2002-wi-fi-s-new-standard-802-11a-will-offer-the-best-b-795f0c","sonar-reasoning-pro","4","3","From the early 2000s onward, Wi‑Fi equipment costs dropped sharply as 802.11b and especially 802.11g chipsets commoditized and were integrated into virtually all laptops and later smartphones, confirming the claim that price-points came down.[7][8] Subsequent standards such as 802.11n (Wi‑Fi 4), 802.11ac (Wi‑Fi 5), and later 802.11ax/be delivered increasingly higher throughputs (hundreds of Mbps to multi‑Gbps) and became reliable enough for mainstream enterprise and consumer networking, validating the characterization of Wi‑Fi as providing reliable high-bandwidth wireless access even though 802.11a itself remained a niche predecessor to these later 5 GHz standards.[3][4][5][9]","2026-06-14T19:25:33Z","v6","pass_c_sonar_v1","11.37","true"
"aberdeen-1996-baan-changes-rules-erp-game-OBS-008","aberdeen-1996-baan-changes-rules-erp-game","sonar-reasoning-pro","2","3","From the late 1990s through the 2020s, ERP implementations such as SAP R/3 and its successors, Oracle E-Business Suite and Fusion, and Microsoft Dynamics all continued to rely heavily on manual setup of system parameters, role-based authorization, and user-interface configuration, often consuming the bulk of project time and cost. While model-driven and metadata-driven approaches (e.g., Baan/Infor Dynamic Enterprise Modeler, Salesforce’s metadata model, low-code platforms like Mendix and OutSystems) automated some aspects of UI and workflow generation, they did not eliminate the need to manually define configurations, security roles, and screen behavior. The claim that systems ""must"" generate a customized executable environment without manual parameter, auth, or UI work therefore did not broadly materialize in mainstream ERP by 2010–2026, making the prediction mostly wrong rather than prescient.","2026-06-14T19:25:40Z","v6","pass_c_sonar_v1","6.73","true"
"server-benchmarks-2007-sept-7-862cf0-OBS-007","server-benchmarks-2007-sept-7-862cf0","sonar-reasoning-pro","0","3","This observation is a single point-in-time SPECjbb benchmark value for a specific 2007 Intel Xeon 7140M dual-socket configuration, not a prediction or characterization of future performance or market direction. Because it neither extrapolates a trend nor makes a forward-looking claim that could be compared against developments in server CPUs, Java performance, or benchmarking practices through the 2010–2026 period, its prescience cannot meaningfully be assessed.","2026-06-14T19:25:45Z","v6","pass_c_sonar_v1","5.03","true"
"2001-living-with-windows-xp-media-player-and-wireless-s-02f8a8-OBS-004","2001-living-with-windows-xp-media-player-and-wireless-s-02f8a8","sonar-reasoning-pro","2","3","In 2001, many consumer Wi-Fi access points did require users to enter WEP keys in hexadecimal, and this was indeed a short-term usability friction. However, within a few years, WEP was rapidly supplanted by WPA (2003) and WPA2 (mid-2000s), and mainstream operating systems and routers moved to human-readable passphrases and later mechanisms like Wi‑Fi Protected Setup, eliminating the need for manual hex conversion. The long-run story of Wi‑Fi security was dominated by WEP’s cryptographic failure and the migration to stronger, more user-friendly standards, so this specific friction point did not remain a significant or enduring issue.","2026-06-14T19:25:55Z","v6","pass_c_sonar_v1","8.93","true"
"1999-e-learning-in-the-enterprise-psk-d0fc8a-OBS-029","1999-e-learning-in-the-enterprise-psk-d0fc8a","sonar-reasoning-pro","4","3","From the early 2000s onward, enterprises widely adopted LMS platforms, SCORM-based content, and later SaaS offerings like Cornerstone, SuccessFactors, and Workday Learning specifically to deliver just-in-time training that could keep pace with rapid software and process changes. In the 2010s, the rise of enterprise-focused MOOCs (Coursera for Business), microlearning platforms, and in-app guidance tools (WalkMe, Pendo) plus initiatives like Salesforce Trailhead and LinkedIn Learning reinforced continuous, on-demand learning as a necessity for fast-changing digital businesses, with the COVID-19 shift to fully online corporate training further validating this need. The claim is somewhat generic, but its core assertion—that businesses operating at “Internet time” require equally rapid training delivery—proved largely accurate across knowledge-intensive industries.","2026-06-14T19:26:02Z","v6","pass_c_sonar_v1","6.89","true"
"aberdeen-1997-hp-andover-working-group-OBS-016","aberdeen-1997-hp-andover-working-group","sonar-reasoning-pro","0","3","This statement is a contemporaneous description of consortium members’ internal resourcing and implementation commitments, not a forward-looking prediction about technology direction or market evolution. While the Andover Working Group did aim to accelerate standards-based, plug‑and‑play interoperability in healthcare, later industry history is dominated by standards such as HL7, DICOM, and eventually FHIR rather than by the specific ECF product commitments of its core members, so there is no meaningful way to evaluate this claim for prescience.[1]","2026-06-14T19:26:09Z","v6","pass_c_sonar_v1","7.11","true"
"nti-2-open-systems-1dd3af-OBS-003","nti-2-open-systems-1dd3af","sonar-reasoning-pro","0","3","The content of this observation is missing (marked only as '[UNVERIFIED]'), so there is no substantive claim to compare against subsequent developments in open systems or enterprise IT. Without knowing what was actually asserted in 1993, it is impossible to evaluate whether later events in areas such as Unix standardization, POSIX, TCP/IP, or open source adoption confirmed or contradicted the original statement.","2026-06-14T19:26:15Z","v6","pass_c_sonar_v1","5.24","true"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-016","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","sonar-reasoning-pro","0","3","There is no discernible claim or proposition attached to this observation ID, so there is nothing specific to compare against subsequent technology developments. Without a concrete statement about Windows 98, Windows NT, or their replacement trajectory, prescience cannot be meaningfully assessed.","2026-06-14T19:26:18Z","v6","pass_c_sonar_v1","3.33","true"
"nti-12-client-server-goals-1993-15a519-OBS-008","nti-12-client-server-goals-1993-15a519","sonar-reasoning-pro","3","3","In 1993 Novell NetWare did in fact hold dominant LAN operating system market share and NetWare 4.0’s NDS was an early, influential implementation of enterprise-wide directory services, anticipating the central role directories would play in managing users and resources. However, Novell’s platform did not retain that dominant position; by the late 1990s and 2000s Windows NT/2000 with Active Directory and standards-based LDAP directories became the de facto enterprise directory infrastructure, while NetWare and later eDirectory receded to niche status. The observation was accurate descriptively and directionally about directories, but overstated the lasting competitive advantage implied by NetWare’s dominance.","2026-06-14T19:26:28Z","v6","pass_c_sonar_v1","9.69","true"
"aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-008","aberdeen-1996-as400-year-2000-ibm-leading-users","sonar-reasoning-pro","0","3","The fragment ""doing_all_that_hw_supplier_can_do"" does not contain a concrete, testable prediction about technology direction, adoption, or outcomes, so it cannot meaningfully be scored for prescience. While IBM did in fact provide extensive Y2K readiness tools, PTFs, and migration support for AS/400 customers and AS/400 sites generally experienced a smooth Year 2000 transition, the incomplete wording here is too vague to connect specifically to those outcomes or any longer-term trend through the 2010s–2020s.","2026-06-14T19:26:36Z","v6","pass_c_sonar_v1","7.80","true"
"1998-enterprise-application-integration-advanced-techno-71496c-OBS-018","1998-enterprise-application-integration-advanced-techno-71496c","sonar-reasoning-pro","5","3","This refers to IBM’s acquisition of CrossWorlds Software, announced in 2001 and completed in early 2002, specifically to bolster IBM’s WebSphere-based business and process integration stack. IBM explicitly positioned CrossWorlds as providing application and business process integration capabilities, which fed directly into later offerings such as WebSphere Business Integration, WebSphere Process Server, and IBM BPM, confirming that the acquisition was indeed for process integration capabilities.","2026-06-14T19:26:45Z","v6","pass_c_sonar_v1","8.38","true"
"aberdeen-1996-ibm-aix-4-not-your-fathers-325-OBS-022","aberdeen-1996-ibm-aix-4-not-your-fathers-325","sonar-reasoning-pro","3","3","By the late 1990s and 2000s, serious enterprise RDBMS products like Oracle, IBM DB2, Informix, and Sybase universally assumed SMP-capable servers, and SMP became a non-negotiable baseline for high-end database deployments. However, the idea that AIX 4 compatibility was ‘table-stakes’ did not hold broadly over time: Microsoft SQL Server never supported AIX and still became a dominant enterprise RDBMS, and from the 2000s onward new deployment growth concentrated on Linux/x86 and later cloud platforms, making AIX an important but niche platform rather than a universal requirement. The claim is therefore accurate about SMP as table stakes but overstates the long-term centrality of AIX 4 (or AIX in general) for enterprise RDBMS deployment.","2026-06-14T19:26:53Z","v6","pass_c_sonar_v1","7.86","true"
"encore-b7c40d-OBS-007","encore-b7c40d","sonar-reasoning-pro","0","3","No substantive claim text is provided for this observation, so there is nothing specific to compare against subsequent OLTP, Encore Series 90, or broader enterprise IT market developments. Without a concrete prediction or characterization, its prescience relative to what actually happened cannot be meaningfully assessed. Any numerical score beyond 0 would be speculative rather than grounded in documented technology history.","2026-06-14T19:26:58Z","v6","pass_c_sonar_v1","3.98","true"
"aberdeen-1996-oracle-network-computing-architecture-OBS-027","aberdeen-1996-oracle-network-computing-architecture","sonar-reasoning-pro","2","3","Oracle’s Network Computing Architecture and related Network Computer initiative did not become the leadership technology suite for ISVs or IS buyers entering Internet and distributed-object computing; instead, web browsers, Windows/PCs, Java, and middleware from IBM (WebSphere), BEA (WebLogic), and later Microsoft .NET defined the mainstream platforms for Internet and distributed applications. Oracle remained a major database and later middleware vendor, and through acquisitions such as BEA in 2008 it eventually owned a leading Java application server, but that leadership came much later and via different products than the mid‑1990s NCA vision implied.","2026-06-14T19:27:04Z","v6","pass_c_sonar_v1","6.34","true"
"1998-industry-dynamics-in-u-s-it-usage-and-spending-199-26aed6-OBS-001","1998-industry-dynamics-in-u-s-it-usage-and-spending-199-26aed6","sonar-reasoning-pro","0","3","The text '$995' appears to be a report list price on the cover page rather than a statement about technology adoption, spending trends, or future market behavior. Because it does not assert any pattern, forecast, or causal claim about IT usage or spending, there is no way to evaluate its prescience against subsequent industry developments. As a result, it cannot be meaningfully scored for predictive accuracy.","2026-06-14T19:27:08Z","v6","pass_c_sonar_v1","3.56","true"
"tpcbench92-139998-OBS-016","tpcbench92-139998","sonar-reasoning-pro","0","3","This is essentially a contemporaneous factual note that Sun SPARC systems with Sybase SQL Server were among the platforms participating in early TPC benchmarks, not a forward-looking strategic prediction. Over time, Sun’s primary TPC showings centered more on Oracle and other databases, Sybase’s relative market and benchmark prominence declined versus Oracle, DB2, and Microsoft SQL Server, and the specific Sun SPARC + Sybase SQL Server combination did not emerge as a defining or enduring force in TPC competition. Because it does not really assert a future trajectory to evaluate, it cannot meaningfully be judged for prescience.","2026-06-14T19:27:18Z","v6","pass_c_sonar_v1","9.21","true"
"aberdeen-1996-risc-unix-market-OBS-022","aberdeen-1996-risc-unix-market","sonar-reasoning-pro","0","2","The excerpted claim is incomplete and does not specify which product, technology, or vendor ""failed to deliver by mid-1995 as promised,"" so it cannot be tied to any concrete, verifiable development in the RISC/Unix market. Mid-1990s RISC/Unix history includes numerous delayed or underdelivered initiatives (e.g., various OS releases, hardware roadmaps, and Unix unification efforts), but without a clear referent, it is impossible to assess whether Aberdeen’s specific criticism proved accurate. Because the subject of the failure is missing, the prescience of this observation cannot be judged against the historical record.","2026-06-14T19:27:23Z","v6","pass_c_sonar_v1","5.29","true"
"aberdeen-1995-limd-technology-OBS-041","aberdeen-1995-limd-technology","sonar-reasoning-pro","0","3","The text of the claim, ""10 x-times,"" lacks any discernible subject, technology, metric, or timeframe, so it cannot be mapped to a concrete historical development or adoption pattern. Without knowing whether this refers to performance, cost, capacity, or some other attribute of LIMD or competing memory technologies, there is no way to evaluate it against documented outcomes from 1995 through the 2010–2026 period. As written, the observation is too incomplete and ambiguous to score for prescience.","2026-06-14T19:27:29Z","v6","pass_c_sonar_v1","5.45","true"
"2003-peoplesoft-gains-crm-market-momentum-b4b610-OBS-002","2003-peoplesoft-gains-crm-market-momentum-b4b610","sonar-reasoning-pro","0","3","The claim consists only of the standalone numeric value “$2.9 billion,” with no indication whether this refers to revenue, market size, deal value, or any other specific metric. Without contextual information (time frame, metric definition, or comparison), it is impossible to evaluate whether the figure was directionally or quantitatively accurate relative to subsequent CRM or PeopleSoft-related developments through Oracle’s 2004 acquisition and the broader CRM market evolution. As a result, the statement cannot be meaningfully judged for prescience.","2026-06-14T19:27:33Z","v6","pass_c_sonar_v1","3.40","true"
"aberdeen-1996-managing-customers-next-gen-helpdesk-OBS-018","aberdeen-1996-managing-customers-next-gen-helpdesk","sonar-reasoning-pro","5","3","Salesforce, founded in 1999, is widely recognized as the flagship pioneer of multi-tenant SaaS CRM, with its ""No Software"" positioning and web-only delivery model distinguishing it from incumbent client/server CRM vendors like Siebel. Salesforce’s reported revenues crossed roughly $300M in its FY2005 (ended early 2005) and were close to $500M in FY2006, so the claim that it reached $300M by 2006 is directionally and temporally accurate. Through the 2010s, CRM became one of the most cloud-dominated enterprise markets, with Salesforce emerging as the leading CRM vendor and competitors such as Microsoft Dynamics 365, Oracle, and SAP all shifting their CRM roadmaps toward cloud-first or cloud-only offerings, making web-based/SaaS CRM the de facto industry standard by the mid-2010s and beyond.","2026-06-14T19:27:40Z","v6","pass_c_sonar_v1","7.36","true"
"aberdeen-1996-oracle-network-computing-architecture-OBS-023","aberdeen-1996-oracle-network-computing-architecture","sonar-reasoning-pro","3","3","Framing **HTTP** as a core cross-platform communication mechanism aged very well, as HTTP/1.0 and HTTP/1.1 became the universal substrate for web apps, web services (SOAP over HTTP), and later REST/JSON APIs across virtually all platforms by the mid-2000s. By contrast, **Netscape IIOP** and CORBA-based IIOP saw only niche enterprise use and were largely displaced by J2EE’s RMI-over-IIOP, then XML/SOAP, and subsequently RESTful HTTP APIs, with Netscape’s implementation itself disappearing as the company faded in the early 2000s. The claim is therefore partially right: it correctly highlights HTTP’s role in cross-platform communication but pairs it with a protocol stack that proved to be a technological dead end.","2026-06-14T19:28:22Z","v6","pass_c_sonar_v1","41.07","true"
"aberdeen-preso-for-emc-final-storage-5-d855b8-OBS-005","aberdeen-preso-for-emc-final-storage-5-d855b8","sonar-reasoning-pro","4","3","From 2004 onward, enterprises aggressively pursued **server and storage consolidation** inside data centers, driven by VMware-based x86 virtualization, large shared SAN/NAS arrays, and blade servers, all marketed explicitly around consolidation and utilization gains. Through the 2010s, converged and hyperconverged infrastructure (e.g., VCE Vblock, Nutanix) and private cloud platforms continued this pattern of packing more workloads onto shared pools of compute and storage, confirming consolidation as a durable architectural and purchasing driver even as public cloud and edge introduced new forms of distribution. The claim is broad but directionally accurate for core enterprise data center evolution over 2004–2020.","2026-06-14T19:28:29Z","v6","pass_c_sonar_v1","6.74","true"
"aberdeen-1996-sqa-suite-50-automated-testing-OBS-003","aberdeen-1996-sqa-suite-50-automated-testing","sonar-reasoning-pro","2","3","The assertion that SQA Suite was *uniquely* able to test OLE-enabled components and ActiveX objects reflects, at best, a brief mid‑1990s window when SQA Inc. was an early mover in Windows GUI and component-level testing, but this advantage was rapidly eroded as competitors such as Mercury Interactive’s WinRunner, Segue’s SilkTest, and Compuware/Numega tools added robust COM/ActiveX support by the late 1990s. Moreover, OLE/ActiveX and desktop COM components did not become the enduring center of application development and test automation; by the 2000s, web, Java, .NET, and later open-source tools like JUnit, Selenium, and others defined mainstream automated testing. In hindsight, the claim overstates both the durability of SQA Suite’s technical differentiation and the long-term centrality of OLE/ActiveX as a testing axis.","2026-06-14T19:28:36Z","v6","pass_c_sonar_v1","6.73","true"
"2003-the-top-10-security-suppliers-fc2b1b-OBS-014","2003-the-top-10-security-suppliers-fc2b1b","sonar-reasoning-pro","5","3","Symantec did sell its Enterprise Security business to Broadcom for approximately $10.7B in 2019, and the remaining consumer-focused business was rebranded as NortonLifeLock later that year. Through the mid‑2020s this characterization has remained accurate as a description of the split: Broadcom has continued to operate the enterprise Symantec assets, while the consumer entity evolved from NortonLifeLock to Gen Digital after its merger with Avast, confirming the original statement’s factual correctness over time.","2026-06-14T19:28:42Z","v6","pass_c_sonar_v1","6.28","true"
"1997-oracle-developer-2000-client-server-development-en-5f98ce-OBS-013","1997-oracle-developer-2000-client-server-development-en-5f98ce","sonar-reasoning-pro","1","3","Oracle Developer/2000 and the Web Cartridge had limited and short-lived impact on web development and were quickly overshadowed by newer Oracle tools such as Oracle Forms Server, JDeveloper, and ADF, none of which achieved broad, cross-market dominance as general Internet application platforms. Through the 2000s and 2010s, the leading Internet application development platforms were widely regarded as Java EE (on servers like IBM WebSphere, BEA/Oracle WebLogic, JBoss), Microsoft .NET, PHP, and later Ruby on Rails and JavaScript/Node.js, with Oracle positioned primarily as a database and middleware vendor rather than the leading end-to-end Internet application development platform. The specific idea that Developer/2000 with Web Cartridge and Java interfaces would make Oracle the leading Internet application development platform was therefore contradicted by subsequent industry trends.","2026-06-14T19:28:53Z","v6","pass_c_sonar_v1","9.79","true"
"1998-microsoft-windows-nt-5-0-a-planning-guide-cd9d08-OBS-010","1998-microsoft-windows-nt-5-0-a-planning-guide-cd9d08","sonar-reasoning-pro","4","3","Windows NT 5.0 ultimately shipped as Windows 2000 in early 2000 and was widely regarded as the main delivery vehicle for Microsoft's ZAW technologies such as Group Policy, IntelliMirror, and centralized management, effectively bringing the ZAW initiative to its peak in the base OS.[5] In practice, substantial movement toward lower-touch management depended on third‑party suites such as Altiris, Novell ZENworks, Tivoli, and LANDesk, which matured and saw broader enterprise deployment in the early 2000–2002 timeframe, roughly 1–2+ years after Windows 2000’s FCS. These tools reduced but did not eliminate administration, so the note was largely correct about ZAW’s dependence on a lagging ISV ecosystem and timing, though the implied proximity to true “zero administration” was overly optimistic.","2026-06-14T19:29:04Z","v6","pass_c_sonar_v1","10.95","true"
"1991-encore-and-metadata-47f414-OBS-033","1991-encore-and-metadata-47f414","sonar-reasoning-pro","0","1","This is a narrowly scoped, point-in-time workload measurement (75 TPS at an unnamed large brokerage firm) rather than a forward-looking prediction or generalized market characterization. There is no widely documented, verifiable record of specific TPS levels at individual brokerages in 1991 against which to validate this exact figure, even though industry transaction volumes grew by orders of magnitude with electronic and algorithmic trading in the 2000s. Because the claim cannot be meaningfully checked against public historical data, its prescience cannot be assessed.","2026-06-14T19:29:12Z","v6","pass_c_sonar_v1","7.94","true"
"aberdeen-1996-risc-unix-market-OBS-011","aberdeen-1996-risc-unix-market","sonar-reasoning-pro","0","3","This statement is a backward-looking market-share data point (that a vendor was 1st for six consecutive years up to 1995), not a forward-looking prediction about future technology or market evolution. Because it only characterizes past performance at the time of publication and makes no claim about what would happen after 1995, there is no prescience to evaluate against subsequent history through the 2000s and 2010s.","2026-06-14T19:29:17Z","v6","pass_c_sonar_v1","4.77","true"
"ibm-rs6000-midran~1-88f049-OBS-018","ibm-rs6000-midran~1-88f049","sonar-reasoning-pro","3","3","In the mid‑1990s IBM RS/6000 was IBM’s core RISC/UNIX server and workstation line, widely used as a platform for enterprise client‑server deployments.[2][5] IBM’s professional services (later IBM Global Services) did in fact become a major growth engine by helping enterprises design and implement complex multi-tier systems on RS/6000 and successor platforms, so the services-centric part of the claim held up well. However, over time the industry’s notion of “open client‑server computing” shifted away from proprietary RISC/UNIX toward x86, Linux, Windows, web architectures, and eventually cloud, so the specific emphasis on RISC/UNIX as the enduring basis for open client‑server was only partially borne out.","2026-06-14T19:29:25Z","v6","pass_c_sonar_v1","7.49","true"
"aberdeen-1996-distributed-open-rdbms-buying-guide-OBS-003","aberdeen-1996-distributed-open-rdbms-buying-guide","sonar-reasoning-pro","5","3","From the late 1990s onward, enterprise RDBMS platforms such as Oracle, DB2, and SQL Server were consistently evaluated and differentiated on their ability to scale CPU and I/O for OLTP and data warehousing workloads, validating processor and storage scalability as core buying criteria. In the 2000s–2010s, shared-nothing MPP systems (Teradata, Netezza, Greenplum) and later cloud databases (Amazon RDS/Aurora, Google Cloud SQL/Spanner, Azure SQL, and Snowflake) further reinforced the centrality of independently scaling compute and storage to meet growing enterprise data and transaction demands. By the 2010–2026 period, elastic scaling of both processing and storage capacity is a baseline expectation for enterprise database platforms rather than an advanced feature, fully aligning with the original claim.","2026-06-14T19:29:32Z","v6","pass_c_sonar_v1","6.31","true"
