"code_id","code_type","label","definition"
"brochure-attribution","methodology","Brochure Attribution","Study-specific code: brochure-attribution"
"brochure-body","methodology","Brochure Body","Study-specific code: brochure-body"
"brochure-footer","methodology","Brochure Footer","Study-specific code: brochure-footer"
"brochure-pull-quote","methodology","Brochure Pull Quote","Study-specific code: brochure-pull-quote"
"brochure-quote","methodology","Brochure Quote","Study-specific code: brochure-quote"
"brochure_print_code","observation_type","Brochure_Print_Code","Study-specific code: brochure_print_code"
"budget-constraint","observation_type","Budget Constraint","Study-specific code: budget-constraint"
"business-characteristic","observation_type","Business Characteristic","Study-specific code: business-characteristic"
"business-development","observation_type","Business Development","Study-specific code: business-development"
"business-driver","observation_type","Business Driver","Study-specific code: business-driver"
"business-finding","observation_type","Business Finding","Study-specific code: business-finding"
"business-framework","observation_type","Business Framework","Study-specific code: business-framework"
"business-model","observation_type","Business Model","Study-specific code: business-model"
"business-model-analysis","observation_type","Business Model Analysis","Study-specific code: business-model-analysis"
"business-planning","methodology","Business Planning","Study-specific code: business-planning"
"business-policy","observation_type","Business Policy","Study-specific code: business-policy"
"buyer-profile","observation_type","Buyer Profile","Description of target customer or buyer characteristics"
"byline","methodology","Byline","Study-specific code: byline"
"byline-error","observation_type","Byline Error","Study-specific code: byline-error"
"ca_era_context","observation_type","Ca_Era_Context","Study-specific code: ca_era_context"
"calc","methodology","Calculated/Derived","Value calculated or derived by the study authors from underlying data, cost models, or industry benchmarks"
"capability","observation_type","Capability","Study-specific code: capability"
"career-fact","observation_type","Career Fact","Study-specific code: career-fact"
"case","methodology_code","Case Study","Specific organizational example cited to illustrate a finding or trend (e.g., J.P. Morgan Chase/IBM)"
"case-analysis","methodology","Case Analysis","Study-specific code: case-analysis"
"case-study","methodology_code","Case Study","Anonymous enterprise case study from Aberdeen fieldwork"
"case-study-user","role_in_study","Case Study User","End-user organization cited as a real-world implementation example"
"category-creation","observation_type","Category Creation","Study-specific code: category-creation"
"category-creation-analogy","observation_type","Category Creation Analogy","Study-specific code: category-creation-analogy"
"category-creation-methodology","observation_type","Category Creation Methodology","Study-specific code: category-creation-methodology"
"category-creation-principle","observation_type","Category Creation Principle","Study-specific code: category-creation-principle"
"category-creation-strategy","observation_type","Category Creation Strategy","Study-specific code: category-creation-strategy"
"category-definition","observation_type","Category Definition","Study-specific code: category-definition"
"cdif","methodology_code","Cdif","Common Data Interchange Format standard"
"cf-001","confidence","high","Strong evidentiary basis; corroborated by multiple sources or direct measurement."
"cf-002","confidence","medium","Reasonable basis; single credible source or analyst judgment without full corroboration."
"cf-003","confidence","low","Speculative or limited evidential basis; noted uncertainty."
"cf-high","confidence","high","Strong evidentiary support from explicit data in the source; directly stated"
"cf-low","confidence","low","Weak inference; extrapolated from limited or ambiguous source data"
"cf-med","confidence","medium","Reasonable inference from source material; indirectly supported or partially stated"
"challenge","observation_type","Challenge","Study-specific code: challenge"
"channel-pricing","methodology","Channel Pricing","Study-specific code: channel-pricing"
"channel-quote","methodology","Channel Quote","Study-specific code: channel-quote"
"channel-strategy","observation_type","Channel Strategy","Study-specific code: channel-strategy"
"chipset","tech_category","Chipset","Set of integrated circuits managing data flow between processor and peripherals"
"cio_turnover","observation_type","Cio_Turnover","Study-specific code: cio_turnover"
"citation","observation_type","Citation","Study-specific code: citation"
"citation-listing","methodology","Citation Listing","Study-specific code: citation-listing"
"cited","methodology_code","Cited Data","Data explicitly stated or cited in the original study text."
"claim","observation_type","Claim","Study-specific code: claim"
"classification","observation_type","Classification","Study-specific code: classification"
"client-communication","observation_type","Client Communication","Study-specific code: client-communication"
"client-engagement","observation_type","Client Engagement","Study-specific code: client-engagement"
"client-management","observation_type","Client Management","Study-specific code: client-management"
"client-success","observation_type","Client Success","Study-specific code: client-success"
"client-types","observation_type","Client Types","Study-specific code: client-types"
"client-value-prop","observation_type","Client Value Prop","Study-specific code: client-value-prop"
"co-author-irving","observation_type","Co Author Irving","Study-specific code: co-author-irving"
"co-opetition","observation_type","Co-opetition","Competitive-cooperative relationship between parties"
"collaboration-deliverables","observation_type","Collaboration Deliverables","Study-specific code: collaboration-deliverables"
"collaboration-model","observation_type","Collaboration Model","Study-specific code: collaboration-model"
"collaboration_call","observation_type","Collaboration_Call","Study-specific code: collaboration_call"
"comm_line_asymmetry","observation_type","Comm_Line_Asymmetry","Study-specific code: comm_line_asymmetry"
"commentary","observation_type","Commentary","Study-specific code: commentary"
"commerce-service-provider","market_segment","Commerce Service Provider (CSP)","Early hosted e-commerce model where a third-party provider hosts and manages B2B e-commerce infrastructure for multiple sellers"
"commercial-profile","observation_type","Commercial Profile","Study-specific code: commercial-profile"
"commercial-proposal","observation_type","Commercial Proposal","Study-specific code: commercial-proposal"
"communication-protocol","tech_category","Communication Protocol","Standardized rules for data exchange between computing systems"
"community-forum","methodology","Community Forum","Study-specific code: community-forum"
"company","entity_type","Company","A commercial organization"
"company-announcement","methodology","Company Announcement","Study-specific code: company-announcement"
"company-data","methodology","Company Data","Study-specific code: company-data"
"company-disclosure","methodology","Company Disclosure","Study-specific code: company-disclosure"
"company-guidance","methodology","Company Guidance","Study-specific code: company-guidance"
"company-positioning","methodology","Company Positioning","Study-specific code: company-positioning"
"company-profile","observation_type","Company Profile","Study-specific code: company-profile"
"company-reported","methodology_code","Company Reported","Methodology: Data reported by company management"
"company-statement","methodology","Company Statement","Study-specific code: company-statement"
"company-trajectory","observation_type","Company Trajectory","Study-specific code: company-trajectory"
"comparative-analysis","observation_type","Comparative Analysis","Study-specific code: comparative-analysis"
"comparative-methodology","methodology","Comparative Methodology","Study-specific code: comparative-methodology"
"competitive","methodology","Competitive","Study-specific code: COMPETITIVE"
"competitive-advantage","observation_type","Competitive Advantage","Study-specific code: competitive-advantage"
"competitive-analysis","observation_type","Competitive Analysis","Assessment of competitive positioning between entities"
"competitive-architecture-frame","observation_type","Competitive Architecture Frame","Study-specific code: competitive-architecture-frame"
"competitive-assessment","observation_type","Competitive Assessment","Aberdeen's assessment of a named competitor or competitive product"
"competitive-benchmark","methodology","Competitive Benchmark","Study-specific code: competitive-benchmark"
"competitive-circular","methodology","Competitive Circular","Study-specific code: competitive-circular"
"competitive-claim","obs_type","Competitive Claim","Analyst assertion about competitive positioning"
"competitive-context","observation_type","Competitive Context","Study-specific code: competitive-context"
"competitive-differentiation","observation_type","Competitive Differentiation","Study-specific code: competitive-differentiation"
"competitive-estimate","methodology","Competitive Estimate","Study-specific code: competitive-estimate"
"competitive-framework","observation_type","Competitive Framework","Study-specific code: competitive-framework"
"competitive-gap","observation_type","Competitive Gap","Study-specific code: competitive-gap"
"competitive-intelligence","observation_type","Competitive Intelligence","Study-specific code: competitive-intelligence"
"competitive-landscape","observation_type","Competitive Landscape","Study-specific code: competitive-landscape"
"competitive-mapping","observation_type","Competitive Mapping","Study-specific code: competitive-mapping"
"competitive-position","observation_type","Competitive Position","Study-specific code: competitive-position"
"competitive-positioning","observation_type","Competitive Positioning","Study-specific code: competitive-positioning"
"competitive-posture","observation_type","Competitive Posture","Study-specific code: competitive-posture"
"competitive-profiling","methodology_code","Competitive Profiling","Structured analysis of specific vendor strategies, product positioning, and competitive strengths and weaknesses"
"competitive-quote","observation_type","Competitive Quote","Study-specific code: competitive-quote"
"competitive-threat","observation_type","Competitive Threat","Study-specific code: competitive-threat"
"competitive_metric_choice","observation_type","Competitive_Metric_Choice","Study-specific code: competitive_metric_choice"
"competitive_pressure_wang","observation_type","Competitive_Pressure_Wang","Study-specific code: competitive_pressure_wang"
"competitor","entity_role","Competitor","A competing company mentioned in a competitive context"
"competitor-benchmark","observation_type","Competitor Benchmark","Study-specific code: competitor-benchmark"
"competitor-pricing-cost","observation_type","Competitor Pricing Cost","Study-specific code: competitor-pricing-cost"
"competitor-profile","observation_type","Competitor Profile","Study-specific code: competitor-profile"
"competitor-quote","observation_type","Competitor Quote","Study-specific code: competitor-quote"
"competitor-referenced","entity_role","Competitor Referenced","A competitor referenced for comparison"
"compliance-observation","observation_type","Compliance Observation","Study-specific code: compliance-observation"
"compliance-profile","observation_type","Compliance Profile","Study-specific code: compliance-profile"
"conference-coverage","methodology","Conference Coverage","Study-specific code: conference-coverage"
"confidentiality-policy","observation_type","Confidentiality Policy","Study-specific code: confidentiality-policy"
"config_3_topology","observation_type","Config_3_Topology","Study-specific code: config_3_topology"
"conrades_quote","observation_type","Conrades_Quote","Study-specific code: conrades_quote"
"constraint","observation_type","Constraint","Study-specific code: constraint"
"constraint-observation","observation_type","Constraint Observation","Study-specific code: constraint-observation"
"consulting-description","observation_type","Consulting Description","Study-specific code: consulting-description"
"consulting-firm","entity_type","Consulting Firm","Professional services or consulting organization"
"consumer-advocacy","methodology","Consumer Advocacy","Study-specific code: consumer-advocacy"
"consumer-anecdote","methodology","Consumer Anecdote","Study-specific code: consumer-anecdote"
"consumer-it","subject_domain","Consumer IT","Products and services at the intersection of consumer electronics and information technology; includes PCs, cameras, and home networking aimed at mainstream consumers"
"consumer-research","methodology","Consumer Research","Study-specific code: consumer-research"
"contact-center-technology","subject_domain","Contact Center Technology","Domain covering integrated solutions for customer interaction: ACD"
"contact-info","observation_type","Contact Info","Study-specific code: contact-info"
"content-inference","observation_type","Content Inference","Study-specific code: content-inference"
"content-placement-model","observation_type","Content Placement Model","Study-specific code: content-placement-model"
"content-reuse","observation_type","Content Reuse","Study-specific code: content-reuse"
"content-taxonomy","observation_type","Content Taxonomy","Study-specific code: content-taxonomy"
"context-from-batch-23","methodology","Context From Batch 23","Study-specific code: context-from-batch-23"
"context-note","observation_type","Context Note","Study-specific code: context-note"
"contextual","observation_type","Contextual","Background contextual information relevant to understanding other observations."
"contextual-inference","methodology","Contextual Inference","Study-specific code: contextual-inference"
"contract-term","observation_type","Contract Term","Study-specific code: contract-term"
"corba","methodology_code","Corba","Common Object Request Broker Architecture"
"core-competency","observation_type","Core Competency","Study-specific code: core-competency"
"corporate-action","observation_type","Corporate Action","Study-specific code: corporate-action"
"corporate-announcement","methodology","Corporate Announcement","Study-specific code: corporate-announcement"
"corporate-boilerplate","methodology","Corporate Boilerplate","Study-specific code: corporate-boilerplate"
"corporate-cohort","entity_type","Corporate Cohort","Named group of companies used as reference class."
"corporate-disclosure","methodology","Corporate Disclosure","Study-specific code: corporate-disclosure"
"corporate-document","methodology","Corporate Document","Study-specific code: corporate-document"
"corporate-event","observation_type","Corporate Event","Study-specific code: corporate-event"
"corporate-financial","methodology","Corporate Financial","Study-specific code: corporate-financial"
"corporate-forecast","methodology","Corporate Forecast","Study-specific code: corporate-forecast"
"corporate-guidance","methodology","Corporate Guidance","Study-specific code: corporate-guidance"
"corporate-history","observation_type","Corporate History","Study-specific code: corporate-history"
"corporate-positioning","methodology","Corporate Positioning","Study-specific code: corporate-positioning"
"corporate-profile","observation_type","Corporate Profile","Study-specific code: corporate-profile"
"corporate-record","methodology","Corporate Record","Study-specific code: corporate-record"
"corporate-statement","methodology","Corporate Statement","Study-specific code: corporate-statement"
"corporation","entity_type","Corporation","Commercial business entity."
"corpus-profile","observation_type","Corpus Profile","Study-specific code: corpus-profile"
"corroborated-primary","methodology","Corroborated Primary","Study-specific code: corroborated-primary"
"cost-analysis","observation_type","Cost Analysis","Study-specific code: cost-analysis"
"cost-benchmark","observation_type","Cost Benchmark","Study-specific code: cost-benchmark"
"cost-estimate","observation_type","Cost Estimate","Study-specific code: cost-estimate"
"cost-model","methodology","Cost Model","Study-specific code: cost-model"
"cost-modeling","methodology","Cost Modeling","Study-specific code: cost-modeling"
"counter-quote","observation_type","Counter Quote","Study-specific code: counter-quote"
"coverage-analysis","observation_type","Coverage analysis","Observation documenting evidence coverage."
"coverage-taxonomy","observation_type","Coverage Taxonomy","Study-specific code: coverage-taxonomy"
"cp","methodology_code","Competitive Profiling","Structured comparison of vendor capabilities products and market positions"
"cross-group","observation_type","Cross Group","Study-specific code: cross-group"
"cross-reference","observation_type","Cross Reference","Study-specific code: cross-reference"
"cross_branch_pct","observation_type","Cross_Branch_Pct","Study-specific code: cross_branch_pct"
"current-generation","lifecycle_status","Current Generation","Product actively sold and fully supported by vendor at time of assessment"
"curriculum-design","observation_type","Curriculum Design","Study-specific code: curriculum-design"
"customer-data","obs_type","Customer Data","Customer counts, segments or behavior data"
"customer-disclosure","methodology","Customer Disclosure","Study-specific code: customer-disclosure"
"customer-feedback","observation_type","Customer Feedback","Study-specific code: customer-feedback"
"customer-interview","methodology","Customer Interview","Study-specific code: customer-interview"
"customer-interviews","methodology","Customer Interviews","Study-specific code: customer-interviews"
"customer-quote","methodology","Customer Quote","Study-specific code: customer-quote"
"customer-reported","methodology_code","Customer Reported","Methodology: Data reported by Nortel customers in interviews"
"customer-segment","observation_category","Customer Segment","Target customer or market segment description"
"customer-testimonial","methodology","Customer Testimonial","Study-specific code: customer-testimonial"
"customer_driven_definition","observation_type","Customer_Driven_Definition","Study-specific code: customer_driven_definition"
"data-classification","observation_type","Data Classification","Study-specific code: data-classification"
"data-copies","observation_type","Data Copies","Study-specific code: data-copies"
"data-mart","technology-category","Data Mart","Departmental subset of an enterprise data warehouse, typically 10-100GB in the 1990s."
"data-profile","observation_type","Data Profile","Study-specific code: data-profile"
"database","tech_category","Database","Software system for storing and managing structured data"
"database-architecture","tech_category","Database Architecture","Design patterns and structures for database storage and access"
"database-performance-technology","domain","Database Performance Technology","Domain covering database engines; hardware optimization; and performance measurement"
"database-software","tech_category","Database Software","Relational and other database management system software products"
"dataquest-via-trade-press","methodology","Dataquest Via Trade Press","Study-specific code: Dataquest-via-trade-press"
"dbs_standardization","observation_type","Dbs_Standardization","Study-specific code: dbs_standardization"
"dce_endorsement","observation_type","Dce_Endorsement","Study-specific code: dce_endorsement"
"dcom","methodology_code","Dcom","Distributed Component Object Model"
"dec_intact_constraint","observation_type","Dec_Intact_Constraint","Study-specific code: dec_intact_constraint"
"dec_truth_squads","observation_type","Dec_Truth_Squads","Study-specific code: dec_truth_squads"
"deck-bio","methodology","Deck Bio","Study-specific code: deck-bio"
"deck-case-history","methodology","Deck Case History","Study-specific code: deck-case-history"
"deck-case-study","methodology","Deck Case Study","Study-specific code: deck-case-study"
"deck-cover","methodology","Deck Cover","Study-specific code: deck-cover"
"deck-cover-tagline","methodology","Deck Cover Tagline","Study-specific code: deck-cover-tagline"
"deck-figure","methodology","Deck Figure","Study-specific code: deck-figure"
"deck-framework","methodology","Deck Framework","Study-specific code: deck-framework"
"deck-quotation","methodology","Deck Quotation","Study-specific code: deck-quotation"
"deck-statistic","methodology","Deck Statistic","Study-specific code: deck-statistic"
"deck-text","methodology","Deck Text","Study-specific code: deck-text"
"declining","lifecycle","Declining","Technology losing market position or being superseded at study time"
"definition","observation_type","Definition","Study-specific code: definition"
"definition-transparency","methodology","Definition Transparency","Study-specific code: definition-transparency"
"defunct","entity_status","Defunct","Entity is no longer operating and has no direct successor."
"deliverable","observation_type","Deliverable","Study-specific code: deliverable"
"deliverable-definition","observation_type","Deliverable Definition","Study-specific code: deliverable-definition"
"deliverable-format","observation_type","Deliverable Format","Study-specific code: deliverable-format"
"deliverable-specification","observation_type","Deliverable Specification","Study-specific code: deliverable-specification"
"deliverable-standards","observation_type","Deliverable Standards","Study-specific code: deliverable-standards"
"dell-statement","methodology","Dell Statement","Study-specific code: Dell-statement"
"dell_blades_per_rack","observation_type","Dell_Blades_Per_Rack","Study-specific code: dell_blades_per_rack"
"dell_brick_roadmap","observation_type","Dell_Brick_Roadmap","Study-specific code: dell_brick_roadmap"
"dell_intel_processor","observation_type","Dell_Intel_Processor","Study-specific code: dell_intel_processor"
"dell_microsoft_infiniband","observation_type","Dell_Microsoft_Infiniband","Study-specific code: dell_microsoft_infiniband"
"demand-driver","observation_type","Demand Driver","Study-specific code: demand-driver"
"demographic-finding","observation_type","Demographic Finding","Study-specific code: demographic-finding"
"deployment","observation_type","Deployment","Study-specific code: deployment"
"deployment-metric","observation_type","Deployment Metric","Metric related to product deployment or adoption"
"deployment-mode","observation_type","Deployment Mode","Mode or configuration of product deployment"
"desktop-lifecycle-management","subject_domain","Desktop Lifecycle Management","Management of enterprise desktop computing assets through procurement and retirement cycles"
"development-paradigm","tech_category","Development Paradigm","Software development methodology or architectural approach"
"development-tool","tech_category","Development Tool","Application development environment or language"
"digital-unix","platform","Digital UNIX","Digital's Unix operating system for Alpha hardware"
"diminished","entity_status","Diminished","Entity still exists but is dramatically reduced in scope or relevance"
"direct-measurement","methodology","Direct Measurement","Study-specific code: direct-measurement"
"direct-observation","methodology","Direct Observation","Study-specific code: direct-observation"
"direct-quote","methodology","Direct Quote","Study-specific code: direct-quote"
"directory-services","subject_domain","Directory Services","Enterprise directory services identity and access management"
"disaster-recovery","observation_type","Disaster Recovery","Study-specific code: disaster-recovery"
"dissolved","entity_status","Dissolved","Organization ceased operations"
"distributed-object-computing","domain","Distributed Object Computing","Technology domain covering object request brokers and distributed computing middleware"
"distribution-list","methodology","Distribution List","Study-specific code: distribution-list"
"distribution-model","observation_type","Distribution Model","Study-specific code: distribution-model"
"distribution_list","observation_type","Distribution_List","Study-specific code: distribution_list"
"dlm_obstacle","observation_type","Dlm_Obstacle","Study-specific code: dlm_obstacle"
"doc-review","methodology","Document Review","Observation extracted directly from the source document text through systematic review"
"document","methodology","Document","Factual data extracted directly from the study document"
"document-extraction","methodology","Document Extraction","Study-specific code: document-extraction"
"document-fact","methodology","Document Fact","Study-specific code: document-fact"
"document-header","methodology","Document Header","Study-specific code: document-header"
"document-record","methodology","Document Record","Study-specific code: document-record"
"document-review","methodology_code","Document Review","Assessment based on review of published documentation such as vendor support policies and threat databases"
