char_offset,trigger_labels,sentence
41529,figure_reference;percentage_stat,"But half of those taking the SOA ERP route are generating more than 10% ROI from their composite application implementations, while 55% of Enterprise SOA organizations are getting double-digit payback (Figure 6)."
42050,figure_reference,**Figure 6: Approaches to SOA and ROI Generated from Composite Applications**
42493,percentage_stat,"Not surprisingly, 71% of companies using SOA ERP are manufacturers, which are more likely to use ERP software to help run their businesses."
42819,dollar_stat,"The survey’s response pool was close to evenly distributed by company size, but the story lines between the three groups (large company: at least $1 billion in annual revenue; mid-size: $50 million to $1 billion; small: up to $50 million) reveal some interesting differences."
43113,percentage_stat,"Half of large companies take the Enterprise SOA approach while 53% of small organizations prefer SOA Lite, which is not a surprise given the resource constraints that are endemic among small companies."
43319,percentage_stat,"Nearly two-thirds (64%) of large companies cite a **need for faster implementations** as a key IT business driver in building composite applications, compared with 45% of mid-size enterprises and 47% of small organizations."
43547,percentage_stat,"While only 32% of companies are building composite applications to **extend the life of their legacy applications and assets** , 48% of mid-market companies cited this, an indication that most are reluctant to invest more than they have to in upgrading their infrastructures."
43827,figure_reference,Most large and mid-size organizations have implemented or are planning to install **enterprise service bus (ESB)** middleware (Figure 7).
43967,figure_reference,**Figure 7: Organizations Investing in Enterprise Service Bus (ESB) Middleware**
44510,best_in_class,"To become even better, Best in Class organizations must build the experience level of their IT staff through training and via the expertise of services partners."
45315,best_in_class,"Indeed, Best in Class organizations recognize this, which is why they are more likely to target composite application development at supply chain and customerfacing functions."
46881,key_finding,"**Invest in the development tools needed for the long term.** One key finding is that the design, software development, testing, quality assurance, and deployment technology and methods that worked with earlier application development methodologies are not optimized for composite application development."
47342,best_in_class;percentage_stat,"the Best in Class companies, 65% of which are buying new composite applicationrelated technology _within the next six months_ ."
47619,best_in_class,## **Best in Class Next Steps**
48098,best_in_class,The Best in Class adhere to this more than the Industry Average and Laggard organizations.
48659,best_in_class,Best in Class organizations were the least likely of the three Competitive Framework groups to bring in outside help to enhance internal composite application development skills.
49297,best_in_class,"Industry Average companies take, on average, about twice as long as the Best in Class to complete a composite application project."
49737,best_in_class,"Unlike Best in Class firms represented in the Aberdeen survey, Industry Average and Laggard companies are more likely to develop composite applications for many business processes."
50786,percentage_stat,Only 16% of Laggard companies say they have multiple project experience.
51086,percentage_stat,Interesting statistics from the survey: 65% of Laggards said implementing composite applications required more technical education or support than they had planned.
51285,percentage_stat,"Alarmingly, 39% of Laggard organizations said challenges in their composite application work slowed their SOA implementation efforts."
51827,best_in_class,Most Best in Class and Industry Average companies cited higher user satisfaction and quicker enterprise reaction to competitive pressures as benefits from composite application development.
55509,best_in_class,"The key performance indicators (KPIs) that separated leading, or Best in Class, companies from others in composite application development."
56512,percentage_stat,"High technology and software manufacturers represented 19% of the sample, followed by finance/banking/accounting (9%); public sector organizations (9%); transportation/logistics (8%); computer equipment and peripherals (6%); insurance, real estate and legal services (5%); industrial equipment manufacturing (4%); and retail(4%)."
57513,percentage_stat;dollar_stat,_**Company size** :_ About 34% of respondents were from large enterprises (annual revenues above US$1 billion); 32% were from midsize enterprises (annual revenues
57823,percentage_stat;dollar_stat,between $50 million and $1 billion); and 34% of respondents were from small businesses (annual revenues of $50 million or less).
