char_offset,trigger_labels,sentence
31575,best_in_class,"This highlights a willingness and commitment by the Best in Class to use more advanced applications, such as best of breeds and Web-hosted and On Demand tools."
31737,best_in_class,_Commitment to and interest in both SOA and BPM spells the difference between Best in Class organizations and the rest of the survey pool_ .
32197,percentage_stat,63% say the upfront costs for implementing SOA are higher because of a need for more design and architecture (56% of the entire survey pool cited this);
33810,dollar_stat,"Close to three-quarters of large companies (annual revenue of more than $1 billion), where the processes are more complex, are investing in BPM tools, as well as ESB and SOA middleware software (Table 3)."
35994,figure_reference,**Figure 8: Organizational Challenges to SOA Implementations**
36509,figure_reference,**Figure 9: Application Challenges to Business Process Improvements**
38042,best_in_class,"Best in Class companies have the most experience with SOA, and they should rely on it to drive higher ROI from their investments in SOA and BPM."
38530,best_in_class,## **Best in Class Next Steps**
40275,percentage_stat,3) _Is there interest in SOA?_ All but 5% of Industry Average organizations at least have interest in the potential advantages of an SOA.
40574,percentage_stat,"The increase in knowledge starts at the top; 61% of Industry Average companies cite limited vision, support, or understanding of SOA from the business side or executive"
40880,best_in_class;percentage_stat,"leadership, compared with only 37% of Best in Class companies."
45141,best_in_class,"The Ramco BPDS combines best in class BPM capabilities with an integrated services environment and a repository of over 1,200 pre-built services for true end-to-end SOA based application development."
48840,percentage_stat,"_**Geography** :_ About 45% of all study respondents were from North America (US, Canada, Mexico); 28% were from Europe; 20% from Asia/Pacific; 5% from the Middle East and Africa; and 3% from South America and the Caribbean."
49069,percentage_stat;dollar_stat,_**Company size** :_ About 32% of respondents were from large enterprises (annual revenues above US$1 billion); 31% were from mid-size enterprises (annual revenues between $50 million and $1 billion); and 37% from small businesses ($50 million or less).
