"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","company","IT Research / Industry Analysis","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-2019","dct-pubs-2002","DCT practice publisher of 434 titles in 2002."
"analyst-yong-alan","Yong, Alan","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 13 publications in 2002. [REVIEW]"
"analyst-fletcher-chris","Fletcher, Chris","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 13 publications in 2002. [REVIEW]"
"analyst-claybrook-bill","Claybrook, Bill","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 11 publications in 2002. [REVIEW]"
"analyst-craig-russ","Craig, Russ","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 11 publications in 2002. [REVIEW]"
"analyst-fowkes-darcy","Fowkes, Darcy","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 10 publications in 2002. [REVIEW]"
"analyst-hofferberth-david","Hofferberth, David","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 10 publications in 2002. [REVIEW]"
"analyst-kernochan-wayne","Kernochan, Wayne","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 10 publications in 2002. [REVIEW]"
"analyst-lane-stephen","Lane, Stephen","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 10 publications in 2002. [REVIEW]"
"analyst-maynard-jack","Maynard, Jack","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 10 publications in 2002. [REVIEW]"
"analyst-arkhipov-andrei","Arkhipov, Andrei","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 9 publications in 2002. [REVIEW]"
"analyst-bishop-hugh","Bishop, Hugh","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 9 publications in 2002. [REVIEW]"
"analyst-brandel-bill","Brandel, Bill","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 9 publications in 2002. [REVIEW]"
"analyst-appenzeller-ute","Appenzeller, Ute","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 8 publications in 2002. [REVIEW]"
"analyst-kastner-peter","Kastner, Peter","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 8 publications in 2002. [REVIEW]"
"analyst-hill-david","Hill, David","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 8 publications in 2002. [REVIEW]"
"analyst-oconnell-valerie","O'Connell, Valerie","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 8 publications in 2002. [REVIEW]"
"analyst-ro-isaac","Ro, Isaac","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 7 publications in 2002. [REVIEW]"
"analyst-howarth-fran","Howarth, Fran","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 7 publications in 2002. [REVIEW]"
"analyst-watkins-harry","Watkins, Harry","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 7 publications in 2002. [REVIEW]"
"analyst-hemmendinger-eric","Hemmendinger, Eric","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 6 publications in 2002. [REVIEW]"
"analyst-dorin-robert","Dorin, Robert","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 5 publications in 2002. [REVIEW]"
"analyst-sloane-tim","Sloane, Tim","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 5 publications in 2002. [REVIEW]"
"analyst-moran-bob","Moran, Bob","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 4 publications in 2002. [REVIEW]"
"analyst-peabody-george","Peabody, George","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 4 publications in 2002. [REVIEW]"
"analyst-alschuler-david","Alschuler, David","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 3 publications in 2002. [REVIEW]"
"analyst-benett-gordon","Benett, Gordon","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 3 publications in 2002. [REVIEW]"
"analyst-lynch-wyeth","Lynch, Wyeth","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 3 publications in 2002. [REVIEW]"
"analyst-manter-tom","Manter, Tom","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 3 publications in 2002. [REVIEW]"
"analyst-veytsel-alex","Veytsel, Alex","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 3 publications in 2002. [REVIEW]"
"analyst-cohen-ethan","Cohen, Ethan","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 2 publications in 2002. [REVIEW]"
"analyst-fantozzi-esme","Fantozzi, Esme","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 2 publications in 2002. [REVIEW]"
"analyst-gardner-dana","Gardner, Dana","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 2 publications in 2002. [REVIEW]"
"analyst-benett-gordon-&-pombriant-denis","Benett, Gordon & Pombriant, Denis","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
"analyst-bennett-gordon","Bennett, Gordon","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
"analyst-bishop/fantozzi","Bishop/Fantozzi","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
"analyst-bishop/pombriant","Bishop/Pombriant","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
"analyst-craig/kastner","Craig/Kastner","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
"analyst-dwyer-tom","Dwyer, Tom","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
"analyst-hollerbach-lew","Hollerbach, Lew","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
"analyst-lynch/aponovich","Lynch/Aponovich","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
"analyst-minahan/allen","Minahan/Allen","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
"analyst-minahan/degnan","Minahan/Degnan","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
"analyst-vigoroso-mark","Vigoroso, Mark","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
"analyst-wright-david","Wright, David","person","IT Research / Industry Analysis","unknown","","2002","dct-pubs-2002","Aberdeen Group analyst; lead analyst on 1 publications in 2002. [REVIEW]"
